xxx_3638816570	A	A	A	A	A	A	A	A	A	A	A
203	对了，那个……我刚刚说我不想成为天启者的那句，现在，我收回……	對了，那個……我剛剛說我不想成為天啟者的那句，現在，我收回……	さっきの……覚醒者になるのを諦めるって話、撤回してもいい？	아 참, 그… 아까 계시자가 되고 싶지 않다고 했던 말은, 이제 취소하고 싶은데…	Um... about what I said earlier — about not wanting to become a Manifestation... I take it back.						0
204	哎？你有说过这种话吗？我可不记得哦。	欸？你有說過這種話嗎？我可不記得喔。	え？そんなこと言っていたか？覚えてないな。	응? 그런 말을 했었나? 난 기억이 안 나네?	Huh? You said that? Must've missed it.						0
205	分！析！员！这种时候还捉弄我……	分！析！員！這種時候還捉弄我……	ねえ！なんでからかうの！	분! 석! 가! 이럴 때마저 날 놀리다니…	Ad—ju—tant—! How could you tease me at a time like this...						0
206	那个…可以……手，可以借我一下吗？	那個……可以……手，可以借我一下嗎？	あの……手を、貸してもらってもいい？	저기… 손 좀… 잠깐 빌려도 될까?	Um... could I... borrow your hand for a second?						0
207	哦，当然可以，不过这是要？	哦，當然可以，不過這是要？	いいけど、何をするんだ？	아, 물론이지. 근데 왜?	Sure, but what f—						0
208	话音未落，她突然将手指滑入我的指缝，十指紧紧相扣。	話音未落，她突然將手指滑入我的指縫，十指緊緊相扣。	私が言い終わらないうちに、彼女は指の間に自分の指を滑り込ませ、固く握り締めた。	말이 채 끝나기도 전에 그녀는 갑자기 내 손 틈으로 손가락을 밀어 넣어 깍지를 꼈다.	Before I could finish, her fingers slipped into mine — and clasped them tight.						0
209	牢牢地，牢牢地扣紧，好像生怕我会消失一般。透过相贴的肌肤，我能清晰地感受到她急促的心跳。	牢牢地，牢牢地扣緊，好像生怕我會消失一般。透過相貼的肌膚，我能清晰地感受到她急促的心跳。	それは私がいなくなってしまうのを恐れるように力強かった。触れ合う肌を通して、彼女の早い鼓動がはっきりと伝わってくる。	손을 단단히, 단단히 맞잡았다. 마치 내가 사라질까 봐 두려운 듯. 맞닿은 피부를 통해 그녀의 다급한 심장 박동이 선명하게 전해졌다.	She held on like she was afraid I might disappear. And through her grip, I could feel the race of her heartbeat.						0
210	米娅……	米婭……	ミア……	미아…	Mia...						0
211	她没有回答，只是用拇指轻轻摩挲着我掌心。	她沒有回答，只是用拇指輕輕摩擦著我掌心。	彼女は答えずに、ただ私の手のひらをそっと親指で撫でた。	그녀는 대답하지 않고 그저 엄지손가락으로 내 손바닥을 살며시 어루만졌다.	She didn't answer. Instead, she brushed her thumb gently across my palm.						0
212	这双手比我的大这么多，却意外地很温暖呢。	這雙手比我的大這麼多，卻意外地很溫暖呢。	あたしのよりずっと大きいけど、暖かいね。	내 손보다 훨씬 큰데, 의외로 꽤 따뜻하네.	These hands are so much bigger than mine... and warmer than I expected.						0
213	这些老茧，还有这些伤疤，究竟是经历过多少场战斗才留下的啊……	這些老繭，還有這些傷疤，究竟是經歷過多少場戰鬥才留下的啊……	このマメと傷跡は、いっぱい戦った証だね。	이 굳은살들, 그리고 이 상처들은… 도대체 얼마나 많은 전투를 겪으며 생긴 걸까…	These calluses... these scars... How many battles did it take to earn them?						0
214	多到我自己已经数不清了。	多到我自己已經數不清了。	自分でも覚えていないほどね。	나조차도 셀 수 없을 만큼 많지.	More than I can even count.						0
215	它们……都是为了保护大家才留下的吧？	它們……都是為了保護大家才留下的吧？	みんなを守るためにできた傷なんでしょ？	이것들은… 모두를 지키려다가 생긴 거지?	They're all from protecting others... aren't they?						0
216	我点了点头。	我點了點頭。	私はうなずいた。	나는 고개를 끄덕였다.	I gave her a nod.						0
217	果然……明明经历过那么多残酷的战斗却还是这么温暖……这么温柔。	果然……明明經歷過那麼多殘酷的戰鬥卻還是這麼溫暖……這麼溫柔。	そんなにいっぱい戦ってきたのに、こんなに暖かくて、優しくできるし……	역시… 잔혹한 전투를 그렇게나 많이 겪었으면서, 여전히 이렇게 따뜻하고… 부드러울 수가 있구나.	I knew it... Even after all those brutal fights, your hands are still this warm. Still this gentle...						0
218	连我这样笨手笨脚的女孩，都能好好地握住呢。	連我這樣笨手笨腳的女孩，都能好好地握住呢。	あたしみたいなおっちょこちょいの手綱も引けるし。	나 같은 실수투성이 소녀도 잘 잡아줄 수 있고.	So warm that even a clumsy girl like me... can hold onto them this tightly.						0
219	星光在她眼底重新汇聚，像碎钻般闪烁。	星光在她眼底重新匯聚，像碎鑽般閃爍。	星の光が彼女の瞳の中で再び集まり、砕けたダイヤモンドのようにきらめいた。	그녀의 눈 안에 다시 드리워진 별빛은 마치 작은 다이아몬드처럼 반짝였다.	Starlight shimmered in her eyes once again, glittering like tiny diamonds.						0
220	“还是”吗？那个语气，就好像我们曾经见过一样。	「還是」嗎？那個語氣，就好像我們曾經見過一樣。	「いっぱい」か。まるで私のことを以前から知っているかのような言い方だな。	 '여전히'라고? 우리가 전에 만난 적이 있다는 듯한 뉘앙스였다.	"Still," she said — as if we had met before.						0
221	不，是绝对曾经在哪里见过。	不，是絕對曾經在哪裡見過。	いや、どこかで会ったことがあるのかもしれない。	아니, 분명히 어디선가 만난 적이 있다.	No... not "as if" — I was sure of it. We'd met before.						0
222	虽然没有印象，但是种种细节表明，我和米娅的第一次相遇，绝对不是在今年的秋天。	雖然沒有印象，但是種種細節表明，我和米婭的第一次相遇，絕對不是在今年的秋天。	覚えていないが、おそらく私とミアは以前に会ったことがあるのかもしれない。	기억나진 않지만, 여러 정황상 미아와의 첫 만남이 올해 가을은 절대 아닐 것이다.	I couldn't recall when. But these past few days — all those little moments — told me: this autumn wasn't the first time we met.						0
223	一种莫名的情绪涌上心头，记忆深处有什么在躁动，却像隔着一层毛玻璃般模糊不清。	一種莫名的情緒湧上心頭，記憶深處有什麼在躁動，卻像隔著一層磨砂玻璃般模糊不清。	言いようのない感情が込み上げてくる。記憶の奥底で何かがざわめいているが、まるで曇りガラスを隔てているように、はっきりとしない。	알 수 없는 감정이 가슴 속에서 솟구쳐 올랐고, 기억 깊숙한 곳에서 무언가가 꿈틀거렸지만, 눈앞에 불투명한 유리가 있는 것처럼 흐리멍덩했다.	A strange feeling welled up inside me, as if something deep in my memory had begun to stir. It felt blurred, like a shadow seen through frosted glass.						0
224	米娅，我在想。	米婭，我在想。	ミア、ひとつ聞きたいんだが……	미아, 내 생각엔 말이야.	Mia... I've been wondering...						0
225	嗯？在想什么呀？	嗯？在想什麼啊？	ん？なぁに？	응? 왜 그래?	Hm? What is it?						0
226	我们是不是，曾经见过面。	我們是不是，曾經見過面。	私たち、会ったことないか？	우리, 전에 만난 적 있지?	If maybe... we've met before.						0
227	她的瞳孔骤然收缩，手指无意识地掐紧了我的掌心。但很快，似乎是为了掩饰什么般，她突然夸张地仰头大笑起来，笑声在寂静的夜空中显得格外清脆。	她的瞳孔驟然收縮，手指無意識地掐緊了我的掌心。但很快，似乎是為了掩飾什麼，她突然誇張地仰頭大笑起來，笑聲在寂靜的夜空中顯得格外清脆。	彼女の瞳が一瞬縮み、無意識に私の手のひらを握り締めた。だがすぐに隠すかのように大げさに笑い出し、静かな夜空にひときわくっきりと響いた。	그녀는 갑자기 눈이 휘둥그레졌고, 손가락은 무의식적으로 내 손바닥을 꽉 잡았다. 하지만 마치 뭔가를 감추려는 듯 과하게 고개를 치켜들며 크게 웃었고, 그 웃음소리는 고요한 밤하늘 아래서 유난히 청명하게 울렸다.	Her pupils shrank, and her grip on my hand tightened instinctively. Then, as if trying to hide something, she suddenly threw her head back in laughter, clear and ringing against the silent night.						0
228	……什么嘛，分析员，你这个搭讪方式也太老套了吧~	……什麼嘛，分析員，你這種搭訕方式也太老套了吧~	なんなのそれ。そういうナンパの仕方、マジ古いんだけど。	… 뭐야, 분석가, 작업 멘트가 너무 진부한 거 아니야~?	...Seriously, Adjutant? That pick-up line's so corny~						0
229	主动握住我手的某位小姐，好像没资格这么吐槽哦？	主動握住我手的某位小姐，好像沒資格這樣吐槽喔？	自分から手を握ってきたのに、ひどいことを言うな。	먼저 내 손을 잡은 사람이 할 말은 아닌 것 같은데?	Says the young lady who grabbed my hand first and won't let go.						0
230	我是说真的。	我是說真的。	本気で聞いているんだ。	난 진심으로 하는 말이야.	But seriously — I mean it.						0
231	总觉得，在新恒提罗的某个地方，我们有过特别的相遇，不是那种擦肩而过的一面之缘。	總覺得，在新恆提羅的某個地方，我們有過特別的相遇，不是那種擦肩而過的一面之緣。	なんだかニューガントラのどこかで、特別な出会いがあったような気がする。すれ違っただけ、とかじゃなくて。	왠지 뉴헨틸로의 어딘가에서, 우리가 특별한 만남을 가졌던 것 같아. 그냥 스쳐 지나가는 인연이 아니었어.	I can't shake the feeling that somewhere in New Hentiro, we really did cross paths. Not just a passing glance.						0
232	……	……	……	……	...						0
233	要说见面的话，大概算不上吧……	要說見面的話，大概算不上吧……	直接会ったわけじゃないけど……	아마 만남까지는 아니었을 거야…	I mean, I wouldn't say "met"...						0
234	但的确，在更早更早的时候……我就已经被分析员的背影拯救过了呢。	但的確，在更早更早的時候……我就已經被分析員的背影拯救過了呢。	確かに……以前、分析員の後ろ姿に助けられたことがあるんだよね。	하지만 맞아. 아주 오래전에… 분석가의 뒷모습이 나를 구해줬었어.	But yes — a long, long time ago... I was saved by the sight of your back.						0
235	我的背影……	我的背影……	私の背中……	내 뒷모습…	My back...?						0
236	嘿嘿，这个现在还不能告诉你哦~	嘿嘿，這個現在還不能告訴你哦~	ふふ、それはまだ、ヒ・ミ・ツ！	헤헤, 이건 아직 얘기해줄 수가 없어~	Hehe~ Can't tell you more than that. Not yet.						0
237	女孩俏皮地吐了吐舌头。	女孩俏皮地吐了吐舌頭。	ミアはいたずらっぽく舌を出した。	소녀가 장난스럽게 혀를 내밀었다.	She made a face and stuck her tongue out at me.						0
238	有什么特别的理由吗？	還有什麼特別的理由嗎？	特別な理由でもあるのか？	특별한 이유라도 있어?	And why's that?						0
239	因为啊~在恋爱中，先告白的一方就输定啦！	因為啊~在戀愛中，先告白的一方就輸定啦！	だってぇ～先に告白したほうが負けだし？	왜냐하면~ 연애에선 먼저 고백하는 쪽이 지는 거니까!	Because~ The one who confesses love first is doomed to lose!						0
240	不，这完全和告白是两回事吧。	不，這完全和告白是兩回事吧。	いや、告白とは別の話だろう。	아니, 고백과는 전혀 상관없는 이야기 아닌가?	In what world would this count as a "confession of love"?						0
241	看着米娅调皮的样子，我无奈地笑了笑。	看著米婭調皮的樣子，我無奈地笑了笑。	ミアの茶目っ気たっぷりな様子を見て、私は苦笑した。	장난스러운 미아의 모습을 보며, 나는 어처구니없어 웃었다.	Watching her impish grin, I let out a resigned smile.						0
242	好吧，那就等米娅想告诉我的时候再说吧。	好吧，那就等米婭想告訴我的時候再說吧。	分かった。君が話したくなった時でいい。	알겠어. 그럼 미아가 얘기해 주고 싶을 때 얘기해 줘.	Alright. Tell me when you're ready, then.						0
243	哎……	欸……	え……	아…	Aw...						0
244	你不继续问了吗？	你不繼續問了嗎？	マジもう聞かないの？	더 이상 안 물어보려고?	You're not going to press me on it?						0
b-6											0
245	再确认一遍	再確認一遍	もう一度確認する	다시 한번 확인한다	Ask her again						0
246	要再确认一遍吗？	要再確認一遍嗎？	もう一度確認するか？	다시 한번 확인해 볼까?	Should I press her on it?						0
247	呵，总觉得米娅现在的表情很有趣呢，总之还是先不急吧。	呵，總覺得米婭現在的表情很有趣呢，總之還是先不急吧。	ふっ……面白い表情をしているから、まだ急ぐような時間じゃないだろう。	흠, 미아의 지금 표정이 재미있어 보이는데, 일단 서두르지 말자.	The look on her face right now is priceless... Heh. Better not spoil it.						0
b-7											0
248	再确认一遍	再確認一遍	もう一度確認する	다시 한번 확인한다	Ask her again						0
249	要再确认一遍吗？	要再確認一遍嗎？	もう一度確認するか？	다시 한번 확인해 볼까?	Should I press her on it?						0
250	呵，总觉得米娅现在的表情很有趣呢，总之还是先不急吧。	呵，總覺得米婭現在的表情很有趣呢，總之還是先不急吧。	ふっ……面白い表情をしているから、まだ急ぐような時間じゃないだろう。	흠, 미아의 지금 표정이 재미있어 보이는데, 일단 서두르지 말자.	The look on her face right now is priceless... Heh. Better not spoil it.						0
b-8											0
251	再确认一遍	再確認一遍	もう一度確認する	다시 한번 확인한다	Ask her again						0
252	假装没听清	假裝沒聽清楚	聞こえないふりをする	못 들은 척한다	Play dumb						0
253	要问什么？	要問什麼？	何を聞きたい？	뭘 물어보라는 거야?	Press you on what?						0
254	唔……分析员，又在捉弄我。	唔……分析員，又在捉弄我。	うう……またそうやってからかうし！	힝… 분석가, 또 나를 놀리고 있어.	Hey... Adjutant, you're teasing me again.						0
255	米娅撇过头嘟囔着。	米婭撇過頭嘟囔著。	ミアは顔を背けて呟いた。	미아가 휙 고개를 돌려 중얼거렸다.	She turned her head with a little pout, muttering under her breath.						0
256	但随后，目光又停留在了我的脸上。	但隨後，目光又停留在了我的臉上。	だがまたすぐに、視線を私の顔に留めた。	하지만 시선은 금세 다시 내 얼굴에 머물렀다.	But a moment later, her gaze drifted back to my face.						0
257	嗯？怎么了？	嗯？怎麼了？	ん？どうした？	응? 왜 그래?	Hm? What is it?						0
258	所以说有什么特别的理由吗？	所以說有什麼特別的理由嗎？	で、何か特別な理由があるのか？	그래서, 뭔가 특별한 이유가 있다는 거야?	So, any particular reason?						0
259	有的有的~分析员把耳朵凑近点。	有的有的~分析員把耳朵靠近點。	あるよ！分析員、耳を貸して！	있고 말고~ 분석가, 귀를 좀 더 가까이 대 줘.	Uh-huh~ Lean closer, Adjutant.						0
260	就是啊——	就是啊——	あのね……	그게 뭐냐면~	It's...						0
261	假装没听清	假裝沒聽清楚	聞こえないふりをする	못 들은 척한다	Play dumb						0
262	要问什么？	要問什麼？	何を聞きたい？	뭘 물어보라는 거야?	Press you on what?						0
263	唔……分析员，又在捉弄我。	唔……分析員，又在捉弄我。	うう……またそうやってからかうし！	힝… 분석가, 또 나를 놀리는 거야?	Hey... Adjutant, you're teasing me again.						0
264	米娅撇过头嘟囔着。	米婭撇過頭嘟囔著。	ミアは顔を背けて呟いた。	미아가 휙 고개를 돌려 중얼거렸다.	She turned her head with a little pout, muttering under her breath.						0
265	但随后，目光又停留在了我的脸上。	但隨後，目光又停留在了我的臉上。	だがまたすぐに、視線を私の顔に留めた。	하지만 시선은 금세 다시 내 얼굴에 머물렀다.	But a moment later, her gaze drifted back to my face.						0
266	嗯？怎么了？	嗯？怎麼了？	ん？どうした？	응? 왜 그래?	Hm? What is it?						0
267	假装没听清	假裝沒聽清楚	聞こえないふりをする	못 들은 척한다	Play dumb						0
268	要问什么？	要問什麼？	何を聞きたい？	뭘 물어보라는 거야?	Press you on what?						0
269	唔……分析员，又在捉弄我。	唔……分析員，又在捉弄我。	うう……またそうやってからかうし！	힝… 분석가, 또 나를 놀리는 거야?	Hey... Adjutant, you're teasing me again.						0
270	米娅撇过头嘟囔着。	米婭撇過頭嘟囔著。	ミアは顔を背けて呟いた。	미아가 휙 고개를 돌려 중얼거렸다.	She turned her head with a little pout, muttering under her breath.						0
271	但随后，目光又停留在了我的脸上。	但隨後，目光又停留在了我的臉上。	だがまたすぐに、視線を私の顔に留めた。	하지만 시선은 금세 다시 내 얼굴에 머물렀다.	But a moment later, her gaze drifted back to my face.						0
272	嗯？怎么了？	嗯？怎麼了？	ん？どうした？	응? 왜 그래?	Hm? What is it?						0
273	呼…………	呼……	ふ――……	후…	Huuuuh......						0
274	突然，她倾身靠近将脸凑了过来。近到我能在那双朱红色的瞳孔中，看见自己清晰的倒影。	突然，她傾身靠近將臉湊了過來。近到我能在那雙朱紅色的瞳孔中，看見自己清晰的倒影。	突然、彼女は身を乗り出して顔を近づけてきた。近すぎて、その朱色の瞳に映る自分の姿まではっきり見えるほどだった。	갑자기 그녀가 몸을 숙여 얼굴을 가까이 들이밀었다. 그녀의 주홍빛 동공에 내 모습이 선명하게 비칠 만큼 가까웠다.	Suddenly, she leaned in — close enough that I could see my reflection shining clear in her eyes, a deep, reddish-pink hue.						0
275	她的呼吸轻轻扑在我的鼻尖，带着温热的气息，以及微微的颤抖。	她的呼吸輕輕撲在我的鼻尖，帶著溫熱的氣息，以及微微的顫抖。	彼女の息遣いが私の鼻先にかかり、温かい吐息とわずかな震えが伝わってきた。	그녀의 숨결이 내 코끝을 살짝 간지럽혔고, 따뜻한 기운과 함께 미세한 떨림이 전해졌다.	Her warm breath, faintly trembling, brushed against my nose.						0
276	啾——	啾——	ちゅっ	쪽.	Mwah~						0
277	在我还没有反应过来，她便在我的脸颊上，留下了浅浅的一吻。	趁我還沒有反應過來，她便在我的臉頰上，留下了淺淺的一吻。	私がまだ反応できないうちに、彼女は私の頬に、そっとキスをした。	내가 반응하기도 전에, 그녀는 내 뺨에 가벼운 입맞춤을 남겼다.	Before I could react, her lips brushed my cheek with a fleeting kiss.						0
278	正当我想回应些什么时——	正當我想回應些什麼時——	私も応えようとした時――	내가 뭔가 대답하려는 순간…	And just as I was about to say something...						0
279	哎呀哎呀，果然，米娅又偷偷跑到这里吹风来了。	哎呀哎呀，果然，米婭又偷偷跑到這裡吹風來了。	あらあら、ミアったらまた抜け出したのね。	어머 어머, 그럴 줄 알았어. 미아가 또 여기 와서 몰래 바람 쐬고 있었구나?	Oh my. Mia's snuck out again to catch the night breeze, hasn't she?						0
280	一个温柔却带着促狭的声音突然从山坡下传来。	一個溫柔卻帶著急促的聲音突然從山坡下傳來。	優しいけどどこか意地悪な声が坂下から聞こえてきた。	갑자기 언덕 아래에서 다정하면서도 장난스러운 목소리가 들려왔다.	A soft, gently teasing voice floated up from the slope below.						0
281	哎呀？小哥也在吗？	哎呀？小哥也在嗎？	あら？あなたもいたのね？	어머? 청년도 여기 있었네?	Oh? And you're here too, young man?						0
282	呜——	嗚——	はっ……！	으앗…	Ahh...						0
283	米娅的脊背瞬间绷得笔直，脸蛋也在瞬间染上了绯红。	米婭的背脊瞬間繃得筆直，臉蛋也在瞬間染上了緋紅。	ミアの背筋が一瞬でまっすぐに伸び、顔も真っ赤に染まった。	그 순간 미아는 자세를 곧게 폈고, 얼굴도 갑자기 붉게 물들었다.	Mia stiffened like a board, her face turning scarlet in an instant.						0
284	分，分分分析员！那个……我突然想起烤箱里还烤着饼干！先，先先先失陪了！	分、分分分析員！那個……我突然想起烤箱裡還烤著餅乾！先、先先先失陪了！	ああ！そうそう！クッキーを焼いてたの忘れてた！じゃ、お先に！	부, 부, 분석가! 그게… 오븐에 구워놓은 쿠키가 있는데 깜빡했네! 머, 머, 먼저 실례할게!	A—Adju—Adjutant! Um... I just remembered — cookies! In the oven! I—I—I've gotta go!						0
285	喂，米娅——	喂，米婭——	おい、ミア――	잠깐, 미아!	Hey, Mia—!						0
286	烤饼干是什么理由啊……至少编个靠谱点的吧。	烤餅乾是什麼理由啊……至少編個可信點的吧。	クッキーを焼いてたって、どんな理由だよ……せめて、もっとマシな嘘にしろ。	쿠키를 굽는다는 건 대체 무슨 변명일까… 좀 더 그럴듯한 걸로 하지.	Cookies? Really? She could've at least come up with something halfway believable.						0
287	呵呵呵……看到妈妈来了就急着逃跑，我的小米娅还是这么容易害羞呢~	呵呵呵……看到媽媽來了就急著逃跑，我的小米婭還是這麼容易害羞呢~	ふふふ……母親が来たらあわてて逃げちゃうなんて、ミアったら恥ずかしがり屋さんね。	호호호… 엄마가 오니까 쌩 도망가 버리네. 우리 미아는 아직도 수줍음이 많단 말이지~	Hehe... The moment I show up, she bolts. My little Mia's still just as easy to fluster~						0
288	也就只有在阿姨面前，能看到她害羞的一面。	也就只有在阿姨面前，能看到她害羞的一面。	彼女はあなたの前でしか照れる姿を見せないよ。	미아가 수줍어하는 모습은 아주머니 앞에서만 볼 수 있을 거예요.	I only ever see that shy side of her when she's with you, ma'am.						0
289	呵呵，明明是只有提起和小哥相关的事她才会害羞吧。	呵呵，明明是只有提起和小哥相關的事她才會害羞吧。	あなたのことになると、いつもあんななの。	호호, 우리 청년에 대한 이야기가 나올 때만 수줍어하던걸?	Oh, please — you're the one who brings it out of her. She only gets like that when it's about you.						0
290	不过也真是的，这么晚了跑出来，也不和我打声招呼，要是提前说是和分析员在一起，我也不会那么担心了……	不過也真是的，這麼晚了跑出來，也不跟我講一下，要是提前說是和分析員在一起，我也不會那麼擔心了……	こんな夜中に出かけるなら、一言ぐらい言ってほしかったわ。分析員と一緒だって言ってくれれば、心配せずに済んだのに。	근데 좀 너무하네. 이 늦은 시간에 나한테 말도 없이 밖에 나오다니, 분석가랑 같이 있다고 미리 말했더라면 나도 너무 걱정하진 않았을 텐데…	Still, slipping out this late without saying a word... If she'd just told me she was with the Adjutant, I wouldn't have worried half as much.						0
291	抱歉，这么晚还带着米娅在外面，应该先跟您说一声的。	抱歉，這麼晚還帶著米婭在外面，應該先跟您說一聲的。	すいません、夜遅くミアを連れ出して。連絡するべきでした。	죄송합니다, 이렇게 늦게까지 미아랑 밖에 있으면 먼저 말씀드려야 했는데.	My apologies for keeping Mia out so late. I should've let you know.						0
292	让您担心了，实在不好意思。	讓您擔心了，實在是不好意思。	心配させてしまいましたね。	걱정을 끼쳐드려 정말 죄송합니다.	Sorry for making you worry.						0
293	呵呵呵，事到如今再说这些还有什么用吗？	呵呵呵，事到如今再說這些還有什麼用呢？	ふふ、もう済んだことよ。気にしないで。	호호호, 이제 와서 그런 말을 해봤자 무슨 소용이 있겠어?	Hehe, a little late for that now, isn't it?						0
294	米娅的心，已经被新恒提罗的大英雄偷走了吧。	米婭的心，已經被新恆提羅的大英雄偷走了吧。	ミアの心は、ニューガントラの大ヒーローに取られちゃったんだから。	미아의 마음은, 이미 뉴헨틸로의 대영웅에게 빼앗겨버렸는걸.	Mia's heart's already been swept away — by the great hero of New Hentiro.						0
295	其实您早就看出来了吧。	其實您早就看出來了吧。	実は、最初から気づいていたんじゃないですか？	사실 진작에 알고 계셨죠?	You knew from the start, didn't you?						0
296	嗯，从你们一进门我就猜出了个八九不离十了。	嗯，從你們一進門我就猜出了個八九不離十了。	ええ、家に来たとき、そうだと思ったわ。	응. 너희가 집에 들어올 때부터 거의 짐작하고 있었지.	Mm-hm. I had a pretty good idea the moment you two walked in.						0
297	既然如此，那为何要……	既然如此，那為何要……	なのに、どうして……	그렇다면 왜…	Then why...						0
298	为什么不拆穿你们，为什么要放任米娅，去和你们做那些“危险”的事？	為什麼不拆穿你們，為什麼要放任米婭，去和你們做那些「危險」的事？	なぜ、気づいていながら、あなたたちと一緒に行かせたかって、聞きたいの？	왜 너희를 추궁하지 않았고, 왜 미아가 너희랑 그런 '위험한' 일을 하도록 내버려뒀냐고?	Why didn't I say anything? Or why let her run off with you, doing all those "dangerous" things?						0
299	别误会，我并不是在责备你，相反，我想亲自向小哥你道谢。	別誤會，我並不是在責備你，相反，我想親自向小哥你道謝。	安心して、責めてるわけじゃないの。逆に感謝してるくらいよ。	오해하지 마, 널 탓하는 게 아니니까. 오히려 내가 청년한테 직접 고맙다고 말하고 싶어.	Don't get me wrong, dear. I'm not here to blame you. If anything, I want to thank you.						0
300	不仅是以新恒提罗市民的身份，更是作为米娅的母亲，向你道谢。	不僅是以新恆提羅市民的身分，更是作為米婭的母親，向你道謝。	ニューガントラの住民としても、ミアの母としてもね。	뉴헨틸로 시민으로서, 그리고 미아의 엄마로서, 정말 고마워.	Both as a citizen of New Hentiro... and as Mia's mother.						0
301	谢谢你给了她这个机会，让她能够成为天启者……成为她一直想成为的那个人。	謝謝你給了她這個機會，讓她能夠成為天啟者……成為她一直想成為的那個人。	ミアが覚醒者になれたのは、あなたのおかげよ。あの子の夢が叶ったの。感謝するわ。	그 아이한테 기회를 줘서 정말 고마워. 계시자가 될 수 있게… 그 아이가 늘 동경하던 사람이 될 수 있게 말이야.	Thank you for giving her the chance to become a Manifestation. To chase the person she's always dreamed of being.						0
302	不……您言重了。	不……您言重了。	そんな大げさなことはしていません。	아니요… 과찬입니다.	Ah... you flatter me, ma'am.						0
303	并非言重……啊，对了小哥，米娅应该……还没有和你提过关于她父亲的事吧？	沒有言重……啊，對了小哥，米婭應該……還沒跟你提過關於她父親的事吧？	大げさじゃないわ……そういえば、ミアから……父親のことは、まだ聞いてないかしら？	과찬이 아니야… 아, 그러고 보니 청년, 미아가… 아직 그 애 아빠에 대해서는 말한 적 없었지?	Not at all... Though tell me, young man — Mia hasn't said anything to you about her father, has she?						0
304	确实没有……难道这和她想成为天启者有关？	確實沒有……難道這和她想成為天啟者有關？	いえ……もしかして、彼女が覚醒者になりたいことと関係が？	네, 못 들었습니다… 혹시 그게 미아가 계시자가 되고 싶어 하는 것과 관련이 있나요?	No, she hasn't... Does it have something to do with her wanting to become a Manifestation?						0
305	本来该由她自己告诉你的，但那孩子，恐怕到现在还是说不出口吧。	本來該由她自己告訴你的，但那孩子，恐怕到現在還是說不出口吧。	本来ならあの子が言うべきだけど、あの様子じゃ言わないでしょうから、	사실 그 아이가 직접 말해 줘야 하는 건데, 아직도 차마 말을 꺼내지 못했나 보네.	That's something she should tell you herself. But knowing my Mia, I suspect it'll take her a while to find the words.						0
306	我顺着米娅母亲的视线望去。	我順著米婭母親的視線望去。	私はミアの母親の視線の先を追った。	나는 미아 엄마의 시선을 따라갔다.	I followed her gaze.						0
307	只见在我的右后方的青灰色的岩壁后，正突兀地立着两只粉色的“耳朵”。	只見在我右後方的青灰色岩壁後，正突兀地立著兩個粉紅色的「耳朵」。	私の右後ろにある青灰色の岩壁から、ピンク色の「耳」が2つ突き出ていた。	내 오른쪽 뒤편의 회색 바위 뒤에서, 분홍색 '귀' 두 개가 불쑥 솟아있었다.	Behind the pale-gray rock wall behind me to the right, two pink "ears" poked up — comically out of place.						0
308	躲在那里了啊……	躲在那裡了啊……	あそこに隠れていたのか……	저기에 숨어있었구나…	So that's where she was hiding...						0
309	……	……	……	……	...						0
310	岩石后传来一声几不可闻的抽气声，那对耳朵也跟着抖了抖。	岩石後傳來一聲幾不可聞的抽氣聲，那對耳朵也跟著抖了抖。	岩の後ろから、かすかな息遣いが聞こえ、耳がぴくりっと震えた。	바위 뒤에서는 숨 가쁜 소리가 들릴 듯 말 듯 전해졌고, 그 귀도 같이 조금씩 떨렸다.	A barely audible sniff came from behind the rock, and the pink ears twitched in response.						0
311	沉默在月光中蔓延。许久，见岩石后的身影始终没有动静，米娅的妈妈便继续开口道。	沉默在月光中蔓延。許久，見岩石後的身影始終沒有動靜，米婭的媽媽便繼續說道。	沈黙が月明かりの中に広がった。しばらくして、岩の後ろの姿に反応がないのを見て、ミアの母親は再び口を開いた。	달빛 아래서 침묵이 이어졌다. 바위 뒤의 그림자가 한참이 지나도 움직이지 않자, 미아의 엄마가 다시 입을 열었다.	Silence stretched under the moon. When the girl still didn't come out, her mother's voice gently broke the stillness.						0
312	那么，还是由我说吧。	那麼，還是由我來說吧。	私から説明するわね。	그럼, 내가 말해주지.	Then... I suppose I should be the one to tell you.						0
313	米娅想要成为天启者，或者说“英雄”的原因，多半是受她父亲的影响。	米婭想要成為天啟者，或者說「英雄」的原因，多半是受她父親的影響。	ミアが覚醒者になって、「ヒーロー」になりたいと思ったのは、父親の影響が大きいの。	미아가 계시자가 되고 싶어 하는, 아니 '영웅'이 되고 싶어 하는 이유는 아마도 아빠의 영향이 컸을 거야.	The reason Mia wants to be a Manifestation — a "hero" — comes mostly from her father.						0
314	那孩子她爸啊，虽然比不上你这样的大英雄，但在我们这一带，也是个出了名的热心肠。	那孩子她爸啊，雖然比不上你這樣的大英雄，但在我們這一帶，也是個出了名的熱心腸。	もちろん、あなたほどじゃなかったけどね……この辺では、親切で評判の人だったの。	그 아이의 아빠는 말이야. 너 같은 대영웅은 아니었지만, 이 동네에서는 꽤 유명한 열혈 사나이였지.	He might not have been a great hero like you, but in this town, his kindness made him one in their eyes.						0
