xxx_1316999055	A	A	A	A	A	A	A	A	A	A	A
150	安卡希雅小姐去哪里了？	安卡希雅小姐去哪裡了？	アカシアさんが見当たらないわね。	아카시아 씨는 어디 갔죠?	Where is Miss Acacia?						0
151	安卡希雅在接到邮局通知时，也感觉有些莫名其妙。	安卡希雅在接到郵局通知時，也感覺有點莫名其妙。	アカシアは郵便局から連絡が来て、少し困惑していた。	아카시아는 우체국에서 연락을 받고 조금 의아했다.	When Acacia received the notice from the post office, she was left quietly confused.						0
152	分析员明明是在心流内景里给自己写的明信片，怎么回到现实世界，自己还能收到呢。	分析員明明是在心流內景裡寫的明信片給自己，怎麼回到現實世界，自己還能收到呢。	分析員は心象風景で自分にハガキを書いたはずなのに、なぜ現実に戻っても、自分の元に届くんだろう？	분석가가 내면의 흐름에서 쓴 엽서를, 현실 세계로 돌아와서 받다니.	The Adjutant had written that postcard within her own inner mind. How, then, had it crossed into the real world?						0
153	拿到明信片之后，安卡希雅没有回沉月小筑，反倒是怀着十足的好奇心，找了一处长椅坐下。	拿到明信片之後，安卡希雅沒有回沉月小築，反倒是懷著十足的好奇心，找了一處長椅坐下。	ハガキを受け取ったあと、アカシアは朧月庵に戻らず、好奇心に満ちた目でハガキを眺めながら、ベンチに腰を下ろした。	엽서를 받은 아카시아는 호기심이 가득해져서, 침월소원으로 돌아가지 않고 벤치를 찾아 앉았다.	After picking it up, she didn't return to Moonlit Retreat. Curiosity tugged at her, and she took a seat on a nearby bench instead.						0
154	不知道为什么，她的心跳得很快。既期待看到背面写的内容，又害怕那不是自己想要的答案。	不知道為什麼，她的心跳得很快。既期待看到背面寫的內容，又害怕那不是自己想要的答案。	なぜか胸の鼓動が早まっていく。裏に書かれた言葉を見たい気持ちと、そこに望む答えがないかもしれないという怖さが入り混じっていた。	왜인지 심장이 빠르게 뛰었다. 뒷면에 적힌 내용을 보고 싶으면서도, 그게 자신이 원하는 답이 아닐까 봐 두렵기도 했다.	For reasons she couldn't quite explain, her heart was racing. She longed to see what was written on the other side, yet feared it might not be the answer she was hoping for.						0
155	于是少女就这么盯着明信片上的图案，手指摩挲着纸张边缘，迟迟不敢翻面。	於是少女就這樣盯著明信片上的圖案，手指摩擦著紙張邊緣，遲遲不敢翻面。	彼女はハガキの表を見つめながら、指で縁を撫でるが、結局ひっくり返すことができなかった。	그렇게 소녀는 엽서 위의 그림만 바라보며 손가락으로 종이 가장자리를 문질렀다. 좀처럼 뒤집을 용기가 나지 않았다.	So she remained there, staring at the image on the front of the postcard, her fingers tracing the paper's edge, unable to turn it over.						0
156	寒风吹过长街，她的鼻尖和脸颊都被冻得有些红了。	寒風吹過長街，她的鼻尖和臉頰都被凍得有些紅了。	寒風が街を吹き抜け、彼女の鼻先と頬を赤く染めた。	긴 거리를 지나온 찬바람이 그녀의 코끝과 볼을 빨갛게 얼렸다.	A cold wind swept along the street, leaving her nose and cheeks faintly red.						0
157	就在这时，轻盈的雪花从天空中飘落。一片、两片……落在她的发梢间，融化成细小的水珠，带来了冰凉的触感。	就在這時，輕盈的雪花從天空中飄落。一片、兩片……落在她的髮梢間，融化成細小的水珠，帶來了冰涼的觸感。	そのとき、雪が空から降ってきた。一つ、二つと彼女の髪に落ち、ひんやりと冷たい雫となった。	바로 그때, 가벼운 눈송이가 하늘에서 떨어졌다. 하나, 둘… 그녀의 머리카락 사이로 내려앉아 작은 물방울로 녹아내리며 차가운 감촉을 전했다.	Just then, light snowflakes began to drift down. One, then another... catching in her hair before melting into tiny beads of cold against her skin.						0
158	但这份冰凉没持续多久，便消失了。	但這份冰涼沒持續多久，便消失了。	しかしそのひんやりとした感じはすぐに消えた。	하지만 그 차가움은 오래가지 않고 곧 사라졌다.	But the chill vanished almost as soon as it came.						0
159	嗯？	嗯？	え？	응?	Huh?						0
160	少女疑惑地瞧去，一把伞不知道什么时候在她头顶上撑开，将纷飞的雪絮拦在了外面。	少女疑惑地看去，一把傘不知道什麼時候在她頭頂上撐開，將紛飛的雪絮攔在了外面。	不思議そうに顔を上げると、雪に降られないように自分の頭の上に傘がさされていた。	소녀가 의아해하며 쳐다보니, 어느새 그녀의 머리 위에 펼쳐진 우산 하나가 휘날리는 눈송이를 막아주고 있었다.	She looked up in surprise. At some point, an umbrella had been raised above her, shielding her from the drifting snow.						0
161	上面是路灯昏沉沉的金色，脚下是雪地纯净的银白，而眼前的人成了这个世界的第三种颜色。	上面是路燈昏沉沉的金色，腳下是雪地純淨的銀白，而眼前的人成了這個世界的第三種顏色。	頭上には街灯のくすんだ金色の光、足元には雪の澄んだ銀白。そして、目の前の人は、この世界にそっと加わる「第三の色」になっていた。	위로는 가로등의 흐릿한 황금빛, 발밑으로는 눈밭의 순백색, 그리고 눈앞의 사람이 이 세상의 세 번째 색이 되었다.	Above her was the soft gold of the streetlights. Below, the untouched silver of snow. And before her stood a figure who added a third color to this small, quiet world.						0
162	找到你了。	找到你了。	見つけたよ。	찾았다.	There you are.						0
163	看到是我，安卡希雅瞬间红了脸，慌乱地把明信片藏到身后。	看到是我，安卡希雅瞬間紅了臉，慌亂地把明信片藏到身後。	私に気づくと、アカシアはすぐに真っ赤になって、ハガキを後ろに隠した。	아카시아는 나를 보자마자 얼굴이 순식간에 빨개지더니, 황급히 엽서를 등 뒤로 숨겼다.	The moment she realized it was me, Acacia's face flushed bright red. She scrambled to hide the postcard behind her back.						0
164	藏起来也没用，我都看到了。	藏起來也沒用，我都看到了。	隠しても無駄だ。とっくに見えているぞ。	숨겨도 소용없어, 다 봤거든.	Hiding it won't help. I already caught a glimpse.						0
165	哼。	哼。	ん。	흥.	Hmph...						0
166	不看看吗？	不看看嗎？	読まないのか？	안 볼 거야?	Aren't you going to read it?						0
167	这可是我回到现实世界后，又特地重新写给你的哦。	這可是我回到現實世界後，又特地重新寫給你的喔。	現実世界に戻ってから、書いたハガキだぞ。	내가 현실 세계로 돌아온 뒤에 특별히 다시 쓴 건데.	I rewrote it for you after coming back to the real world.						0
168	原来是这样！我说我怎么会收到……	原來是這樣！我說我怎麼會收到……	え！ だから私のもとに届いたんだ。	그랬구나! 어떻게 이걸 받게 된 건가 했는데…	So that's why! For a moment there I thought the world glitched or something...						0
169	那……我看咯？	那……我看囉？	じゃあ……見るよ？	그럼… 본다?	Then... I'll read it now.						0
170	就这样，两人挤在一把伞下，雪幕将周围的世界隔绝，造出了一方只属于我们的小天地。	就這樣，兩人擠在一把傘下，雪幕將周圍的世界隔絕，造出了一方只屬於我們的小天地。	こうして、二人は一つの傘の下に寄り添った。周囲の世界を遮る雪のカーテンが、私たちだけの小さな世界を作り出した。	그렇게 두 사람은 같은 우산 아래 바짝 붙어 섰고, 눈의 장막이 주변 세상을 단절시켜 오직 우리만의 작은 세계를 만들어냈다.	The two of us huddled beneath a single umbrella. The falling snow softened the world around us, leaving a small, quiet space meant only for us.						0
171	安卡希雅深吸一口气，用微微颤抖的手将明信片翻到了背面。	安卡希雅深吸一口氣，用微微顫抖的手將明信片翻到了背面。	アカシアは深く息を吸い込み、震える手でハガキをめくった。	아카시아는 깊게 숨을 들이마시고, 살짝 떨리는 손으로 엽서를 뒤집었다.	Acacia drew a deep breath and, with hands trembling just a little, turned the postcard over.						0
172	致 未来的安卡希雅。	致 未來的安卡希雅。	未来のアカシアへ。	미래의 아카시아에게.	To Acacia of the future,						0
173	谢谢你，跨越漫长的岁月，来到我的身边。	謝謝你，跨越漫長的歲月，來到我的身邊。	長い時間を乗り越えて、私の元に来てくれてありがとう。	고마워. 긴 세월을 넘어 내 곁에 와줘서.	Thank you for crossing all those years to reach me.						0
174	未来，我还想和你一起，奔赴更多更多的美好。	未來，我還想和你一起，奔赴更多更多的美好。	これからも、君と一緒に、素敵なものを見ていきたい。	앞으로도 너와 함께 더 많고 많은 아름다움을 향해 질주하고 싶어.	From here on... I want us to run toward many more beautiful moments together.						0
175	所以，你愿意和我恒约，成为我的伴侣，一起走过下个时代、下下个时代……直到时间的尽头吗？	所以，你願意和我恆約，成為我的伴侶，一起走過下個時代、下下個時代……直到時間的盡頭嗎？	だから、私と誓約を結び、共に手を取り合い、次の、さらに次の時代へ……時間の果てまで一緒に歩んでくれないか？	그러니까, 나와 언약을 맺고 내 연인이 되어, 다음 시대, 그다음 시대… 시간의 끝까지 함께 가줄래?	So... would you seal a Covenant with me? Would you be my partner, and walk with me into the next era, then the one after that... all the way to the end of time?						0
176	所以你的答案是？	所以你的答案是？	君の答えを聞かせてくれないか？	그래서 네 대답은?	So... what's your answer?						0
177	答案……	答案……	答えは……	대답은…	My answer...						0
178	当然是愿意啊！	當然是願意啊！	もちろん「はい」だよ！	당연하지!	Of course it's YES!						0
179	她扑进我的怀中，手中的伞“噗”的一声陷进了雪中。	她撲進我的懷中，手中的傘「啪」的一聲陷進了雪中。	アカシアは返事と共に私の胸に飛び込んできた。その勢いで、持っていた傘が落ち、雪の中に沈んだ。	그녀가 내 품에 안기며, 손에 쥐고 있던 우산이 '푹' 하는 소리와 함께 눈 속에 꽂혔다.	She threw herself into my arms, the umbrella slipping free with a soft thump as it sank into the snow.						0
180	我双手捧起少女的脸颊，看着泪光在她眼眶中闪烁，然后俯身将吻落在了她灿烂的笑上。	我雙手捧起少女的臉頰，看著淚光在她眼眶中閃爍，然後俯身將吻落在了她燦爛的笑上。	両手で彼女の頬を包み、涙で輝く彼女の瞳を見たあと、私は、笑みを浮かべた彼女の唇にキスをした。	나는 두 손으로 소녀의 볼을 감싸 쥐고, 그녀의 눈가에서 반짝이는 눈물 빛을 바라본 뒤 몸을 숙여 그녀의 찬란한 미소 위에 입을 맞추었다.	I cupped her face in both hands, watching tears shimmer in her eyes, then leaned down to press a kiss to her radiant smile.						0
181	这个吻最初带着些凉意，但很快，温度便在舌间升腾起来。	這個吻最初帶著些涼意，但很快，溫度便在舌間升騰起來。	最初は冷たかったが、このキスはあっという間に熱くなった。	처음엔 약간의 냉기가 느껴졌지만, 곧 혀 사이로 온기가 피어오르기 시작했다.	The kiss was cool at first, touched by the winter air, but warmth soon bloomed between us.						0
182	短暂分开时，我们都在喘息，热气化作白雾，在两人之间缭绕、交融。	短暫分開時，我們都在喘息，熱氣化作白霧，在兩人之間繚繞、交融。	少し離れてみると、二人とも息が上がっていた。熱気が白い霧となり、二人を包み、二人の間に溶け合った。	잠시 떨어졌을 때, 우리가 몰아쉰 숨에 뜨거운 입김이 하얀 안개가 되어 두 사람 사이를 감싸며 뒤섞였다.	When we finally parted for breath, pale mist curled and mingled between us as we tried to catch our breath.						0
183	细碎的雪花又飘落下来，落在少女泛红微肿的唇上，然后是又一次的深入与缠绵。	細碎的雪花又飄落下來，落在少女泛紅微腫的唇上，然後是又一次的深入與纏綿。	細かい雪片がまた舞い降り、彼女の赤く腫れた唇に落ち、私たちはもう一度深いキスを交わした。	가늘게 부서진 눈송이가 다시 떨어지며 소녀의 붉게 달아오르고 살짝 부은 입술 위에 내려앉았고, 그리고 또다시 깊게 파고들어 뒤엉켜 이어졌다.	Snowflakes drifted down once more, settling on her flushed, slightly swollen lips, only for us to slip back into another deep, lingering kiss.						0
184	等回到沉月小筑的时候，少女们已经在忙着将菜肴端上桌了，安卡希雅也连忙小跑过去帮忙。	等回到沉月小築的時候，少女們已經在忙著將菜餚端上桌了，安卡希雅也連忙小跑過去幫忙。	朧月庵に戻ると、みんながせわしく料理をテーブルに運んでいた。アカシアもすぐに手伝いに入った。	침월소원으로 돌아왔을 때 소녀들은 이미 요리를 식탁 위에 올리느라 바빴고, 아카시아도 서둘러 종종걸음으로 달려가 거들었다.	By the time we returned to Moonlit Retreat, the girls were already busy carrying dishes to the table, and Acacia hurried over at once to lend a hand.						0
185	让我看看，都有什么好吃的。	讓我看看，都有什麼好吃的。	おっ、どんなごちそうがあるのかな。	어디 보자, 맛있는 게 뭐가 있나.	Let's see... what do we have here?						0
186	火锅、糖醋排骨、炸酥肉……琳琅满目的美食看得人眼花缭乱。	火鍋、糖醋排骨、炸酥肉……琳瑯滿目的美食看得人眼花繚亂。	火鍋、酢豚、豚肉の唐揚げ……目移りするほど豊富な料理の数々に、私は圧倒された。	훠궈, 양념 갈비, 고기 튀김… 먹음직스러운 음식들에 눈이 어지러울 정도였다.	Hotpot, sweet-and-sour ribs, crispy fried cuts... the spread was so abundant it was hard to know where to start.						0
187	除了这些，胧嫣还特地准备了自己酿的桃花饮。	除了這些，朧嫣還特地準備了自己釀的桃花飲。	そして、ロウエンは自家製の桃花茶を用意してくれた。	이것들 외에도, 로엔은 특별히 직접 빚은 복숭아꽃술을 준비했다.	On top of that, Longyan had even brought out some peach-blossom brew she'd made herself.						0
188	都是些家常菜，不值一提~合大家口味就好。	都是些家常菜，不值一提~合大家口味就好。	大した料理じゃないけど、お口に合えば嬉しいわ。	다 가정식이라 별건 아니지만~ 여러분 입맛에 맞으면 좋겠네요.	It's all simple home cooking, nothing special~ I just hope everyone enjoys it.						0
189	砰！砰！砰！	咻！砰！咻！砰！	パン！パン！パン！	펑! 펑! 펑!	Fwoosh — bang!						0
190	就在我打算入座时，一束束烟花接连升空，在夜幕中绽放出绚烂的花火。	就在我打算入座時，一束束煙火接連升空，在夜幕中綻放出絢爛的花火。	席に着こうとしたその瞬間、花火が次々と夜空へ打ち上がった。	내가 막 자리에 앉으려 할 때, 불꽃놀이가 연달아 하늘로 올라가 밤하늘에 화려한 불꽃을 터뜨렸다.	Just as I was about to take a seat, fireworks shot up into the sky, blooming into brilliant colors against the night.						0
191	哇！好漂亮的烟花。	哇！好漂亮的煙火。	わあ！綺麗な花火。	와! 정말 예쁜 불꽃놀이네.	Wow! Those fireworks are gorgeous!						0
192	我还是第一次过明灯节，没想到崇福街里这么热闹。	我還是第一次過明燈節，沒想到崇福街裡這麼熱鬧。	明灯祭を過ごすのは今回が初めてだけど、招福街がこんなに賑わうなんて知らなかったわ。	등명제를 보내는 건 처음이라, 숭복가가 이렇게 북적이는 줄은 몰랐어.	It's my first time celebrating Mingdeng Jie. I never realized Chongfu Street could be this lively.						0
193	今天的热闹固有明灯节的喜庆，但更多的，还是大家想庆祝罗森兰在这场天灾中平安无事。	今天的熱鬧固有明燈節的喜慶，但更多的，還是大家想慶祝羅森蘭在這場天災中平安無事。	賑わっているのは明灯祭のおかげだけど、ローズランが天災を乗り越えられたから、みんなもいつも以上に気合が入っていると思うわ。	오늘은 등명제의 기쁨으로 인해 북적이는 것도 있겠지만, 다들 로젠란이 이번 재난에서 무사한 것을 축하하고 싶은 마음이 더 클 거예요.	Some of tonight's cheer comes from the festival, of course... but more than that, it's everyone celebrating that Luchellan made it through the disaster safely.						0
194	说到这里，妾身敬分析员一杯，如果不是您，罗森兰又哪有今日的喜乐呢。	說到這裡，妾身敬分析員一杯，如果不是您，羅森蘭又哪有今日的喜樂呢。	これも分析員のおかげよ。あなたがいなかったら、ローズランはどうなっていたことか。	이야기가 나온 김에, 신첩이 분석가님께 한 잔 올리지요. 당신이 아니었다면, 로젠란에 오늘의 기쁨은 없었을 거예요.	On that note... allow me to raise a glass to you, Adjutant. Without you, Luchellan would not be enjoying a night like this.						0
195	胧嫣小姐说笑了，商会这次也出了不少力，还有安德烈奥蒂家也是。	朧嫣小姐說笑了，商會這次也出了不少力，還有安德烈奧蒂家也是。	それは大げさだ。商会やアンドレオッチ家が尽力してくれたおかげさ。	그런 말 마, 로엔 씨. 상회도 이번에 적지 않은 도움을 줬고, 안드레오티 가문도 마찬가지였으니까.	You're too kind, Miss Longyan. The Chamber played its part under your leadership, and the Andreotti family did as well.						0
196	好啦好啦~我们就不要互相客气了。	好啦好啦~我們就不要互相客氣了。	まあまあ～他人行儀はそれくらいにしておきましょ！	자자~ 우리 다 너무 겸손하지 말자고.	All right, all right~ Let's stop passing the praise around.						0
197	那大家再一起喝一杯吧？来来来，干杯！	那大家再一起喝一杯吧？來來來，乾杯！	じゃあ、みんなで乾杯しようよ！せーの、カンパーイ！	그럼 다 같이 한 잔 더 할까? 자자, 건배!	Then let's all raise a glass together. Come on — cheers!						0
b-2											0
198	干杯！	乾杯！	カンパイ！	건배!	Cheers!						0
199	众人举杯相碰，清脆的响声在小院里回荡。	眾人舉杯相碰，清脆的響聲在小院裡迴盪。	人々が乾杯する音が庭に響きわたった。	모두가 잔을 부딪치자, 맑은소리가 작은 마당 안에 울려 퍼졌다.	Glasses clinked together, their clear chime echoing through the small courtyard.						0
200	茉莉安抿了一口桃花酿，清甜的香气让她眯起眼睛，嘴角不自觉地扬起一个满足的弧度。	茉莉安抿了一口桃花釀，清甜的香氣讓她瞇起眼睛，嘴角不自覺地揚起一個滿足的弧度。	マリアンは桃花茶を一口飲むと、清らかな香りに目を細め、思わず微笑みを浮かべた。	마리안이 복숭아꽃술을 한 모금 마시자, 달콤한 향에 그녀의 눈이 가늘어졌고, 입가엔 만족스러운 미소가 저절로 떠올랐다.	Marian took a sip of the peach-blossom brew. The light sweetness made her eyes soften, a small, satisfied smile tugging at her lips.						0
201	胧嫣小姐，你不介意这顿年夜饭，再多几个客人吧？	朧嫣小姐，你不介意這頓年夜飯，再多幾個客人吧？	この宴会に、あと何人か誘いたいのだが、いいかな？	로엔 씨, 오늘 식사에 손님이 몇 명 더 늘어도 괜찮겠지?	Miss Longyan, you wouldn't mind if a few more guests joined us, would you?						0
202	嗯？	嗯？	あら？	네?	Hm?						0
203	我在房间里找了个光线合适的角落，把终端架好，调整好角度，做好了被家里人唠叨的准备。	我在房間裡找了個光線合適的角落，把終端架好，調整好角度，做好了被家人嘮叨的準備。	きっと小言を言われるのだろうと思い、私は部屋全体がよく見える隅を見つけて、端末を設置し、角度を調整した。	나는 방 안에서 빛이 적당한 구석을 찾아 단말기를 세우고 각도를 조정해 가족들에게 잔소리 들을 준비를 했다.	I found a corner with decent lighting, set up the terminal, adjusted the camera, and steeled myself for the worried fuss I knew was coming from home.						0
204	果不其然，通讯刚一接通，屏幕那头就炸开了锅，少女们叽叽喳喳的声音全都涌了过来，谁也不让着谁。	果不其然，通訊剛一接通，螢幕那邊聲音一下子炸開來，少女們嘰嘰喳喳的聲音全都湧了過來，誰也不讓誰。	案の定、通信が繋がるや否や、画面の向こうは騒然となった。少女たちの賑やかな声が次々と押し寄せ、誰一人として譲ろうとしなかった。	역시나, 통신이 연결되자마자 화면 쪽이 시끌벅적해지더니 소녀들의 재잘거리는 소리가 한꺼번에 쏟아져 나왔는데, 누구 하나 양보하는 사람이 없었다.	Sure enough, the moment the call connected, voices flooded in, all talking at once. My girls all spoke over one another, lively and animated, no one willing to give way.						0
205	达令！虽然你之前已经打电话报过平安，但我果然还是有些担心。	達令！雖然你之前已經打電話報過平安，但我果然還是有些擔心。	ダーリン！電話で無事だと聞くだけじゃ、まだ安心できないわ。	달링! 전에 이미 무사하다고 전화로 말해줬지만, 그래도 걱정됐어.	Darling! I know you already called to say you were safe, but I still couldn't stop worrying!						0
206	罗森兰那边都还好吗？	羅森蘭那邊都還好嗎？	ローズランのほうは大丈夫なの？	로젠란 쪽은 다 괜찮아?	Is everything all right over in Luchellan?						0
207	放心吧，一切都好。	放心吧，一切都好。	ああ、すべて順調だ。	걱정 마, 다 괜찮아.	Don't worry. Everything's fine now.						0
208	那就好，那就好，那个可恶的苏菲，如果被我逮到，我是绝对不会放过她的。	那就好，那就好，那個可惡的蘇菲，如果被我逮到，我是絕對不會放過她的。	ならよかったわ。あの憎たらしいソフィー、もしあたしが捕まえたら、絶対に許さないんだから！	다행이다, 다행이야. 나쁜 소피, 나한테 잡히기만 해봐, 절대 가만두지 않을 거야.	Good. Good... It's all Sophie's fault! That vile woman... if I ever get my hands on her, she won't get away so easily!						0
209	好了芬妮，难得今天是明灯节，就别说这些不开心的事情了。	好了芬妮，難得今天是明燈節，就別說這些不開心的事情了。	ファニー、せっかくの明灯祭だし、嫌なことはそれくらいにしておこう。	됐어 페니, 오늘은 등명제잖아. 안 좋은 얘기는 이제 그만하자.	Fenny, that's enough. It's Mingdeng Jie, so let's not spoil the mood.						0
210	亲爱的，大家在基地里也准备了年夜饭，想和你一起远程过个团圆年，正准备发起通讯，你就……	親愛的，大家在基地裡也準備了年夜飯，想和你一起遠程過個團圓年，正準備撥出通訊，你就……	playername。年越しパーティの準備をしてたんだ。ちょうど、こっちもあなたと一緒に祝いたくて、連絡しようとしていたところなんだ……	자기야, 다들 너랑 원격으로 새해를 맞이하고 싶어 해서, 숙소에서도 올해의 마지막 저녁 식사를 준비했거든. 지금 막 통신을 걸려던 참이었는데, 마침…	Darling, everyone at the base put together a festive dinner too. We wanted to share it with you over comms, and were just about to call you when you called us.						0
211	没想到我们想到一块儿去了。	沒想到我們想到一起去了。	まさか、あなたも同じことを考えていてくれたなんて、うれしいよ。	우리가 같은 생각을 하고 있었네.	Guess we were on the same wavelength.						0
212	郎君，你看，这是大家一起包的饺子~	郎君，你看，這是大家一起包的餃子~	見てください、playername！みんなで作った餃子ですよ～	낭군님, 이것 좀 보세요, 다 같이 빚은 만두예요~	My Prince, look — these are the dumplings we all made together~						0
213	嘿嘿，荠菜馅儿都是我包的哦~一点都没偷懒。	嘿嘿，薺菜餡都是我包的喔~一點都沒偷懶。	ふふ～ん、ナズナの餃子は全部私が作ったの！全然サボらなかったんだから。	헤헤, 냉이 넣은 만두는 다 내가 빚었어~ 게으름 피우지도 않고 말이야.	Hehe, I made all the shepherd's purse dumplings myself~ Didn't slack off even once, I swear!						0
214	呀！！伊切尔把面粉弄倒了。	呀！！伊切爾把麵粉弄倒了。	うわっ！！ イチェル、小麦粉ひっくり返しちゃダメー！	앗!! 이첼이 밀가루를 쏟았어요.	Ahh!! Eatchel just knocked over the bag of flour!						0
215	没有皮的纯肉饺子，和肉丸有什么区别啦！伊切尔不准任性。	沒有皮的純肉餃子，和肉丸有什麼區別啦！伊切爾不准任性。	皮のない肉餃子と肉団子って、何が違うの！ コライチェル、ワガママは厳禁だよ！	만두피는 없고 고기만 있으면 그게 고기 완자랑 뭐가 달라! 이첼, 제멋대로 하지 마.	We can't make dumplings without wrappers — that's just meatballs at that point! Eatchel, stop messing around!						0
216	视频那边忽然变成了白茫茫的一片，等面粉好不容易散去一些，晴才一边咳嗽一边走入了镜头。	影片那邊忽然變成了白茫茫的一片，等麵粉好不容易散去一些，晴才一邊咳嗽一邊走入了鏡頭。	画面が突然真っ白になった。小麦粉の煙が落ち着くと、晴が咳き込みながらカメラに入ってきた。	영상이 갑자기 하얗게 변하더니, 밀가루가 겨우 좀 가라앉자 하루가 기침하면서 화면 안으로 들어왔다.	The video feed flashed white all at once. When the flour finally began to settle, Haru stumbled into frame, coughing.						0
217	咳咳，抱歉分析员，刚才发生了些特殊情况。	咳咳，抱歉分析員，剛才發生了些特殊情況。	ゴホゴホ……すまない分析員、ちょっと大変な事が起きてしまって。	콜록콜록, 미안, 분석가. 특수한 상황이 좀 있었어.	*cough, cough...* Sorry, Adjutant... we had a bit of a situation.						0
218	我知道，伊切尔把面粉弄倒了。	我知道，伊切爾把麵粉弄倒了。	イチェルが小麦粉をこぼしたんだろう？	알아, 이첼이 밀가루를 쏟았잖아.	I know. Eatchel knocked the flour over.						0
219	也不完全是，还有米娅尝了一口琴诺做的“五福临门”，晕过去了。	也不完全是，還米婭嚐了一口琴諾做的「五福臨門」，暈過去了。	それだけじゃない。ミアがチェルノの作った「福煮込み」を一口食べたとたん、気絶してしまったんだ。	그것 때문만은 아니야. 미아가 체르노가 만든 명절 요리를 한 입 먹고 기절했거든.	Not just that. Mia tried a spoonful of Cherno's Five Blessings... and passed out.						0
220	我早就说过了，这种事应该写进新员工培训手册里。	我早就說過了，這種事應該寫進新員工培訓手冊裡。	だから言ったじゃないですか？ こういうのも社員研修マニュアルに書いとくべきだって。	말씀드렸잖아요, 이런 건 신입 사원 교육 매뉴얼에 넣어야 한다니까요.	I keep saying — Cherno's cooking deserves a warning section all its own in the new staff handbook.						0
221	卡罗琳小小的身子也溜进镜头，无奈地摆摆手。	卡羅琳小小的身子也溜進鏡頭，無奈地擺擺手。	小柄なカロリンの姿もカメラに割り込んできて、仕方なく頭を振った。	화면 안으로 슬쩍 들어온 조그마한 캐롤린이 무기력하게 손을 흔들었다.	Caroline's petite figure squeezed into the frame, giving a helpless little wave.						0
222	分析员！卜卜从老家带了好多特色烟花，本来想跟你一起放来着……	分析員！卜卜從老家帶了好多特色煙火，本來想跟你一起放來著……	分析員！実家から花火をたくさん持ってきたの！一緒にやろうよ！	분석가! 보보가 고향에서 특별한 불꽃을 엄청 많이 가져왔어. 너랑 같이 터뜨리려고 했는데…	Adjutant! I brought a whole bunch of special fireworks from back home! I was hoping we could set them off together...						0
223	抱歉卜卜，等回来我一定陪你放，不过你可以现在跟我说说都有什么特色烟花。	抱歉卜卜，等回來我一定陪你放，不過你可以現在跟我說說都有什麼特色煙火。	すまない、ブブ。帰ったら一緒にやろう。今はまず、どんなものがあるか教えてくれないか？	미안 보보, 돌아가면 꼭 같이하자. 지금은 어떤 특별한 불꽃놀이가 있는지 말해줄 수 있어?	Sorry, Bubu. I'll make it up to you when I'm back. But for now, why don't you tell me what kinds you brought?						0
224	有加特林，还有魔术弹……	有格林機槍，還有魔術彈……	えっとね、こっちが「ガトリング砲」って名前で、こっちが「マジックパレット」……	개틀링, 마술탄…	There's a Gatling-style firework, and magic-burst ones, and—						0
225	嗯？	嗯？	ん？	응?	Hm?						0
226	咦？	咦？	え？	에?	Huh?						0
227	呜哇！！！分析员，她们把我的烟花放掉了！！！	哇！！！分析員，她們把我的煙火放掉了！！！	わああ！！！分析員、あの二人、ブブの花火を勝手に打ち上げちゃったよ！！！	으앙!!! 분석가, 쟤들이 내 불꽃 다 터뜨렸어!!!	Waaah!!! Adjutant, they're lighting all my fireworks without me!!!						0
228	就这样，终端一直保持着通讯，我和少女们隔着屏幕，一起吃了这顿团圆饭。	就這樣，終端一直保持著通訊，我和少女們隔著螢幕，一起吃了這頓團圓飯。	こうやって端末で通信しながら、私と少女たちは一緒に宴会を楽しんだ。	그렇게 단말기는 계속 통신을 유지한 채, 나는 소녀들과 화면을 사이에 두고 함께 단란한 저녁 식사를 했다.	With the terminal propped on the table, the call stayed open. And just like that, I shared the entire Mingdeng Jie dinner with the girls through the screen.						0
229	临近午夜，少女们才恋恋不舍地道别。	臨近午夜，少女們才戀戀不捨地道別。	真夜中になると、少女たちはようやく名残惜しそうに別れを告げた。	자정이 다가오자, 소녀들은 아쉬워하며 작별 인사를 했다.	By the time midnight crept close, they finally said their goodbyes, reluctant as they were.						0
230	绚烂的花火仍不停歇地绽放着，不知何时，胧嫣已经走到我身边，侧脸在光影交错中显得格外温柔。	絢爛的花火仍不停歇地綻放著，不知何時，朧嫣已經走到我身邊，側臉在光影交錯中顯得格外溫柔。	華やかな花火はまだ夜空に咲き続けている。気づけばロウエンがそっと隣に立ち、穏やかな表情で空を見上げていた。	화려한 불꽃은 여전히 쉬지 않고 터지고 있었고, 어느새 내 옆으로 다가온 로엔의 옆모습이 빛과 그림자가 교차하는 가운데 유독 온화해 보였다.	Outside, fireworks were still bursting in bright waves. At some point, Longyan had come to stand quietly at my side, her profile softened by the shifting light.						0
231	分析员要不要给新年许个愿望？	分析員要不要為新年許個願望？	分析員、新年のご祈願なんていかがかしら？	분석가님, 새해 소원 하나 비는 거 어때요?	Adjutant... would you care to make a new year's wish?						0
232	我望向漫天星雨，思考了片刻。	我望向漫天星雨，思考了片刻。	私は空に輝く星々を見ながら、少し考えた。	나는 하늘에 가득한 별들을 바라보며, 잠시 생각했다.	I looked up at the cascade of lights across the sky, taking a moment to think.						0
233	那我也说句朔州古语应应景吧。	那我也說句朔州古語應應景吧。	なら、朔州の昔の言葉を借りよう。	그럼 나도 삭주 고어로 분위기를 맞춰 볼까.	Then let me borrow an old Shuozhou saying that feels fitting for tonight.						0
