xxx_1133913540	A	A	A	A	A	A	A	A	A	A	A
149	滴。	滴。	ピー。	삑.	*beep*						0
150	是门锁打开的声音。	是門鎖打開的聲音。	ドアのロックが解除された音だ。	도어록이 열리는 소리다.	It was the sound of the door unlocking.						0
151	我察觉到这声音，不免有些疑惑。虽然在天启者们的要求下，她们每个人都拥有了我的房间门禁权限，但除了极少数人，大部分少女还是会在进门前先象征性敲上几下。	我察覺到這聲音，不免有些疑惑。雖然在天啟者們的要求下，她們每個人都擁有了我的房間門禁權限，但除了極少數人，大部分少女還是會在進門前先象徵性敲上幾下。	昔、せがまれて隊員たち全員に私の部屋の解錠権限を与えたことがある。しかし、ごく少数の人を除いてみんな入ってくる前にはノックをするはずだ。	나는 소리를 듣고 의아했다. 계시자들이 원해서 그녀들 모두 내 방으로 들어올 수 있는 권한이 있지만, 극소수 인원들을 빼고 대부분은 모두 들어오기 전에 노크를 하고 들어오기 때문이다.	I was a bit curious to hear it. While the Manifestations all had access to my room at their request, most had the courtesy to knock — except for a few.						0
152	房门快速打开又闭上，借着走廊短暂的光亮，我已经看清了来者是谁。	房門快速打開又閉上，藉著走廊短暫的光亮，我已經看清了來者是誰。	ドアがシュッと開いてまた閉じる。一瞬だけ部屋に差し込んだ廊下の照明を頼りに、私は入ってくる人の顔を確かめた。	문이 빠르게 열리고 닫혔다. 복도의 불빛을 빌려 방에 들어온 사람이 누구인지 알 수 있었다.	The door slid open and shut in a fleeting instant, just long enough for the hallway light to spill in — just long enough for me to recognize her silhouette.						0
153	恩……	恩……	エン――	엔…	Eny—						0
154	“雅”字尚未出口，我便被她紧紧抱住。	「雅」字尚未出口，我便被她緊緊抱住。	言い終わらないうちに、柔らかな体が腕の中にもぐりこんできた。	'야'를 말하기도 전에, 그녀가 나를 꽉 껴안았다.	Before I could finish her name, I was enveloped in warmth, arms wrapping tightly around me.						0
155	在她的梦境中，我们也如现在这样相拥过。只不过，如今她的身体不再冰冷，甚至有些过于炽热。	在她的夢境中，我們也如現在這樣相擁過。只不過，如今她的身體不再冰冷，甚至有些過於熾熱。	あの夢の中で一度したように、私は彼女を抱きしめる。あのときと違って、今は人肌の温もりが寝間着越しに流れてくる。	그녀의 꿈속에서 우리도 이렇게 안은 적이 있다. 단지 지금 그녀의 몸은 그때와 달리 더 이상 차갑지 않고 오히려 뜨거웠다.	In that haven of fantasy in Zone 16, we had embraced like this. But now, her body was no longer cold — if anything, she felt too warm.						0
156	我感受着刚刚经过沐浴的少女身上散发着特有的诱人清香，而她慢慢贴近到我的耳边，吐气如兰。	我感受著剛剛經過沐浴的少女身上散發著特有的誘人清香，而她慢慢貼近到我的耳邊，吐氣如蘭。	風呂を上がったばかりなのか、髪は魅惑的な香りがする。ふと、頬に熱い息がかかると耳元で甘くささやくような声がした。	난 방금 목욕을 마친 소녀의 몸에서 나는 매혹적인 향기를 느끼고 있었고, 그녀는 천천히 귓가로 다가와 숨을 내뱉었다.	The scent of her freshly bathed skin lingered in my nose, a faint, intoxicating sweetness. She leaned in slowly, her breath warm against my ear.						0
157	我听说了，你又要出一趟远门。	我聽說了，你又要出一趟遠門。	話は聞いてますよ。また出かけないといけないみたいですね。	또 멀리 나간다고 들었는데.	I heard you're leaving again — off to another faraway place.						0
158	答应我，保护好自己，平安回家。	答應我，保護好自己，平安回家。	お姉さんと約束して？必ず無事に、帰ってきてくださいね。	약속해, 자신을 잘 보살피고 무사히 돌아오겠다고.	Promise me... take care of yourself, and come back safely.						0
159	无需得到回答，她已经堵上了我的嘴唇。	無需得到回答，她已經堵上了我的嘴唇。	答えようと開きかけた私の口を、エンヤは唇で塞いだ。	답을 듣지 않고, 그녀는 나의 입술을 막아버렸다.	Without waiting for a response, her lips found mine.						0
160	昏暗的房间中，只剩下交叠的两个人影。	在昏暗的房間中，只剩下兩個交疊的人影。	薄暗い部屋の壁に、ふたつの体の影が絡み合った。	어두운 방 안, 서로 겹쳐진 두 사람의 모습만 남아있었다.	In the dim glow of my room, only the silhouettes of our entwined figures remained.						0
161	彼此的体温驱走了房间里最后一丝寒意，伴随着每一次呼吸，她对我的索求也更多一分。	彼此的體溫驅走了房間裡最後一絲寒意，伴隨著每一次呼吸，她對我的要求也更多一分。	部屋の中のほんのり肌寒い空気を、同じになっていく体と体の温もりが吹き払っていく。背中に爪が立つたびに、艶のある吐息が耳をくすぐった。	방 안의 차가운 공기는 두 사람의 체온에 의해 사라졌고, 숨소리가 들려올 때마다, 나에 대한 요구가 하나씩 늘어났다.	Our body heat chased away the lingering cold, and with every breath, her desire for me deepened.						0
162	循环往复……	循環往復……	…………	계속해서 반복되었다…	Again and again...						0
163	直至长夜终尽……	直至長夜終盡……	それは夜が明けて、	긴 밤이 끝날 때까지…	Until the long night finally faded...						0
164	东方既白。	東方既白。	陽がカーテンから透けて差し込むまで――	시간이 가는 줄도 몰랐다.	And the first light of dawn broke.						0
