xxx_3727713097	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
5	5067			{7,8,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008b_03/tryGirl_008b_03.tryGirl_008b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5068			{7,8,1,5}				1	{{1694.25,1599.75},{0,0}}			20				
5	5069			{7,13,2,5}				3	{{1694.25,1599.75},{0,0}}			20				
5	5070			{7,11,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011b_02/tryGirl_011b_02.tryGirl_011b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5071			{7,18,1,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl018_03/tryGirl_018_03.tryGirl_018_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5072			{7,5,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl005b_03/tryGirl_005b_03.tryGirl_005b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5073			{7,4,3,3}				3	{{1694.25,1599.75},{0,0}}			20				
5	5074			{7,2,1,4}				1	{{1694.25,1599.75},{0,0}}			20				
5	5075			{7,21,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl021_02/tryGirl_021_02.tryGirl_021_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5076			{7,3,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl003a_02/tryGirl_003a_02.tryGirl_003a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5077			{7,15,2,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015a_04/tryGirl_015a_04.tryGirl_015a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5078			{7,20,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl020_02/tryGirl_020_02.tryGirl_020_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5079			{7,8,3,4}				3	{{1694.25,1599.75},{0,0}}			20				
5	5080			{7,10,2,4}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl010a_04/tryGirl_010a_04.tryGirl_010a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5081			{7,18,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl018a_02/tryGirl_018a_02.tryGirl_018a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5082			{7,4,3,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004b_04/tryGirl_004b_04.tryGirl_004b_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5083			{7,14,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl014b_03/tryGirl_014b_03.tryGirl_014b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5084			{7,2,3,3}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5085			{7,13,1,3}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5086			{7,8,3,5}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5087			{7,15,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015b_02/tryGirl_015b_02.tryGirl_015b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5088	{202507241000}	{202507241000}	{7,17,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl017a_02/tryGirl_017a_02.tryGirl_017a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5089			{7,11,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011b_03/tryGirl_011b_03.tryGirl_011b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5090			{7,20,1,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl020_03/tryGirl_020_03.tryGirl_020_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5091			{7,5,3,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5092			{7,4,1,6}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5093			{7,22,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl022_02/tryGirl_022_02.tryGirl_022_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5094			{7,3,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl003a_03/tryGirl_003a_03.tryGirl_003a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5095			{7,10,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl010b_03/tryGirl_010b_03.tryGirl_010b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5096			{7,20,1,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5097			{7,12,1,3}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5098			{7,1,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5099			{7,8,4,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008c_02/tryGirl_008c_02.tryGirl_008c_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5100	{202510161000}	{202510161000}	{7,13,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl013b_02/tryGirl_013b_02.tryGirl_013b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5101			{7,14,3,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5102			{7,18,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl018a_03/tryGirl_018a_03.tryGirl_018a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5103			{7,21,1,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl021_03/tryGirl_021_03.tryGirl_021_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5104	{202511271000}	{202511271000}	{7,6,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl006b_02/tryGirl_006b_02.tryGirl_006b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5105			{7,10,3,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5106			{7,15,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015b_03/tryGirl_015b_03.tryGirl_015b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5107			{7,23,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl023_02/tryGirl_023_02.tryGirl_023_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5108			{7,6,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5109			{7,8,4,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008c_03/tryGirl_008c_03.tryGirl_008c_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5110			{7,11,3,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5111	{202601011000}	{202601011000}	{7,12,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl012b_02/tryGirl_012b_02.tryGirl_012b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5112			{7,20,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl020a_02/tryGirl_020a_02.tryGirl_020a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5113			{7,1,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl001b_02/tryGirl_001b_02.tryGirl_001b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5114	[202602121000]	[202602121000]	{7,5,4,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl005c_02/tryGirl_005c_02.tryGirl_005c_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5115			{7,13,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl013b_03/tryGirl_013b_03.tryGirl_013b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5116			{7,23,1,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl023_03/tryGirl_023_03.tryGirl_023_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5117			{7,21,1,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5118			{7,10,1,4}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5119			{7,24,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl024_02/tryGirl_024_02.tryGirl_024_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5120	[202605221000]	[202605221000]	{7,4,4,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004c_02/tryGirl_004c_02.tryGirl_004c_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5121			{7,6,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl006b_03/tryGirl_006b_03.tryGirl_006b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5122			{7,8,4,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5123			{7,11,1,3}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
7	7101			{1,10001}				2100240		1500001						
7	7102			{1,10002}				2100240		1500001						
7	7103			{1,10003}				2100240		1500001						
7	7104			{1,10004}				2100240		1500001						
7	7105			{1,10005}				2100240		1500001						
7	7106			{1,10006}				2100240		1500001						
7	7107			{1,10007}				2100240		1500001						
7	7108			{1,10008}				2100240		1500001						
7	7109			{1,10009}				2100240		1500001						
7	7110			{1,10010}				2100240		1500001						
7	7111			{1,10011}				2100240		1500001						
7	7112			{1,10012}				2100240		1500001						
7	7113			{1,10013}				2100240		1500001						
7	7114			{1,10014}				2100240		1500001						
7	7115			{1,10015}				2100240		1500001						
7	7116			{1,60010}				2100240		1500001						
7	7117			{1,60011}				2100240		1500001						
7	7118			{1,60012}				2100240		1500001						
7	7119			{1,60013}				2100240		1500001						
7	7120			{1,60014}				2100240		1500001						
7	7121			{1,10016}				2100240		1500001						
7	7122			{1,60015}				2100240		1500001						
7	7123			{1,10017}				2100240		1500001						
7	7124			{1,10018}				2100240		1500001						
7	7125			{1,10019}				2100240		1500001		2				
7	7126			{1,10020}				2100240		1500001		2				
7	7127			{1,10021}				2100240		1500001		2				
7	7128			{1,10022}				2100240		1500001		2				
7	7129			{1,10023}				2100240		1500001		2				
7	7130			{1,10024}				2100240		1500001		2				
7	7131			{1,10025}				2100240		1500001		2				
7	7132			{1,10026}				2100240		1500001		2				
7	7133			{1,10027}				2100240		1500001		2				
7	7134			{1,10028}				2100240		1500001		2				
7	7135			{1,10029}				2100240		1500001		2				
7	7136			{1,10030}				2100240		1500001		2				
7	7137			{1,10031}				2100240		1500001		2				
7	7138			{1,10032}				2100240		1500001		2				
7	7139			{1,10033}				2100240		1500001		2				
7	7140			{1,10034}				2100240		1500001		2				
7	7141			{1,10035}				2100240		1500001		2				
7	7142			{1,10036}				2100240		1500001		2				
7	7143			{1,10037}				2100240		1500001		2				
7	7144			{1,10038}				2100240		1500001		2				
7	7145			{1,10039}				2100240		1500001						
7	7146			{1,10040}				2100240		1500001						
7	7147			{1,10041}				2100240		1500001						
7	7148			{1,10042}				2100240		1500001						
7	7149			{1,10043}				2100240		1500001						
7	7150			{1,10044}				2100240		1500001						
7	7151			{1,10045}				2100240		1500001						
7	7152			{1,10046}				2100240		1500001						
7	7153			{1,10047}				2100240		1500001						
7	7154			{1,10048}				2100240		1500001						
7	7155			{1,10049}				2100240		1500001						
7	7156			{1,10050}				2100240		1500001						
7	7203			{2,20003}				2100241	2100261	1500003						
7	7204			{2,20004}				2100241	2100261	1500003						
7	7205			{2,20005}				2100241	2100261	1500003						
7	7206			{2,20006}				2100241	2100261	1500003						
7	7207			{2,20007}				2100241	2100261	1500003						
7	7208			{2,20008}				2100241	2100261	1500003		2				
7	7209			{2,20009}				2100241	2100261	1500003		2				
7	7210			{2,20010}				2100241	2100261	1500003		2				
7	7211			{2,20011}				2100241	2100261	1500003		2				
7	7212			{2,20012}				2100241	2100261	1500003		2				
7	7213			{2,20013}				2100241	2100261	1500003		2				
7	7214			{2,20014}				2100241	2100261	1500003		2				
7	7215			{2,20015}				2100241	2100261	1500003		2				
7	7216			{2,20016}				2100241	2100261	1500003		2				
7	7217			{2,20017}				2100241	2100261	1500003		2				
7	7218			{2,20018}				2100241	2100261	1500003		2				
7	7219			{2,20019}				2100241	2100261	1500003		2				
7	7220			{2,20020}				2100241	2100261	1500003		2				
7	7221			{2,20021}				2100241	2100261	1500003		2				
7	7222			{2,20022}				2100241	2100261	1500003		2				
7	7223			{2,20023}				2100241	2100261	1500003		2				
7	7301			{3,30001}				2100242	2100266	1500004						
7	7302			{3,30002}				2100242		1500004						
7	7303			{3,30003}				2100242		1500004						
7	7304			{3,30004}				2100242		1500004						
7	7305			{3,30005}				2100242		1500004						
7	7306			{3,30006}				2100242		1500004						
7	7307			{3,30007}				2100242		1500004						
7	7308			{3,30008}				2100242		1500004						
7	7309			{3,30009}				2100242		1500004						
7	7310			{3,30010}				2100242		1500004						
7	7311			{3,30011}				2100242		1500004						
7	7312			{3,30012}				2100242		1500004						
7	7313			{3,30013}				2100242		1500004						
7	7315			{3,30015}				2100242		1500004						
7	7316			{3,30016}				2100242		1500004						
7	7317			{3,30017}				2100242		1500004						
7	7318			{3,30018}				2100242		1500004						
7	7319			{3,30019}				2100242		1500004						
7	7320			{3,30020}				2100242		1500004						
7	7321			{3,30021}				2100242		1500004						
7	7322			{3,30022}				2100242		1500004						
7	7323			{3,30023}				2100242		1500004						
7	7324			{3,30024}				2100242		1500004						
7	7325			{3,30025}				2100242		1500004						
7	7326			{3,30026}				2100242		1500004						
7	7401			{4,40001}				2100243	2100267	1500005						
7	7402			{4,40002}				2100243	2100263	1500005						
7	7404			{4,40004}				2100243	2100260	1500005						
7	7405			{4,40005}				2100243	2100262	1500005						
7	7501			{5,50001}				2100244		1500000						
7	7502			{5,50002}				2100244		1500000						
7	7503			{5,50003}				2100244		1500000						
7	7504			{5,50004}				2100244		1500000						
7	7505			{5,50005}				2100244		1500000		2				
7	7506			{5,50006}				2100244		1500000		2				
7	7601			{6,60001}				2100245		1500002						
7	7602			{6,60002}				2100245		1500002						
7	7603			{6,60003}				2100245		1500002						
7	7604			{6,60004}				2100245		1500002						
7	7605			{6,60005}				2100245		1500002						
7	7606			{6,60006}				2100245		1500002						
7	7607			{6,60007}				2100245		1500002						
7	7608			{6,60008}				2100245		1500002						
7	7609			{6,60009}				2100245		1500002						
7	7610			{6,60016}				2100245		1500002						
7	7611			{6,60017}				2100245		1500002		2				
7	7612			{6,60018}				2100245		1500002		2				
7	7613			{6,60019}				2100245		1500002		2				
7	7614			{6,60020}				2100245		1500002		2				
7	7615			{6,60021}				2100245		1500002		2				
7	7616			{6,60022}				2100245		1500002		2				
7	7617			{6,60023}				2100245		1500002		2				
7	7619			{6,60025}				2100245		1500002		2				
7	7620			{6,60026}				2100245		1500002		2				
7	7621			{6,60027}				2100245		1500002		2				
7	7622			{6,60028}				2100245		1500002		2				
7	7623			{6,60029}				2100245		1500002		2				
7	7624			{6,60030}				2100245		1500002		2				
7	7625			{6,60031}				2100245		1500002		2				
7	7626			{6,60032}				2100245		1500002		2				
7	7627			{6,60033}				2100245		1500002		2				
7	7628			{6,60034}				2100245		1500002		2				
7	7629			{6,60035}				2100245		1500002						
7	7630			{6,60036}				2100245		1500002						
7	7631			{6,60037}				2100245		1500002						
7	7632			{6,60038}				2100245		1500002						
7	7633			{6,60039}				2100245		1500002						
7	7634			{6,60040}				2100245		1500002						
7	7635			{6,60041}				2100245		1500002						
7	7636			{6,60042}				2100245		1500002						
7	7637			{6,60043}				2100245		1500002						
7	7638			{6,60044}				2100245		1500002						
7	7639			{6,60045}				2100245		1500002						
7	7640			{6,60046}				2100245		1500002						
8	8005			{6,1,2,1}	1414006											
8	8006			{6,2,2,1}	1414004											
8	8007			{6,4,2,1}	1414007											
8	8008			{6,5,2,1}	1414005											
8	8009			{6,1,3,1}	1413005											
8	8010			{6,2,3,1}	1413003											
8	8011			{6,5,3,1}	1413004											
8	8012			{6,1,4,1}	1414002											
8	8013			{6,2,4,1}	1414000											
8	8014			{6,4,4,1}	1414003											
8	8015			{6,5,4,1}	1414001											
8	8023			{6,1,7,1}	1412010											
8	8024			{6,2,7,1}	1412008											
8	8025			{6,4,7,1}	1412011											
8	8026			{6,5,7,1}	1412009											
8	8027			{6,1,8,1}	1413008											
8	8028			{6,2,8,1}	1413006											
8	8029			{6,5,8,1}	1413007											
8	8034			{6,1,10,1}	1411006											
8	8035			{6,2,10,1}	1411004											
8	8036			{6,4,10,1}	1411007											
8	8037			{6,5,10,1}	1411005											
8	8046			{6,1,13,1}	1415010											
8	8047			{6,2,13,1}	1415008											
8	8048			{6,4,13,1}	1415011											
8	8049			{6,5,13,1}	1415009											
8	8058			{6,1,16,1}	1411014											
8	8059			{6,2,16,1}	1411012											
8	8060			{6,4,16,1}	1411015											
8	8061			{6,5,16,1}	1411013											
8	8071			{6,2,20,1}	1411030											
8	8072			{6,5,21,1}	1411020											
8	8073			{6,1,22,1}	1411021											
8	8074			{6,5,23,1}	1411024											
8	8075			{6,2,24,1}	1411017											
8	8076			{6,4,25,1}	1411016											
8	8077			{6,5,26,1}	1411018											
8	8078			{6,1,27,1}	1411019											
8	8079			{6,2,28,1}	1412038											
8	8080			{6,4,29,1}	1412029											
8	8081			{6,1,30,1}	1412030											
8	8082			{6,5,31,1}	1412032											
8	8083			{6,5,32,1}	1412044											
8	8085			{6,4,34,1}	1412046											
8	8086			{6,5,35,1}	1412020											
8	8087			{6,1,36,1}	1413014											
8	8088			{6,5,37,1}	1413012											
8	8089			{6,1,38,1}	1413013											
8	8090			{6,2,39,1}	1413010											
8	8092			{6,2,41,1}	1413011											
8	8093			{6,5,42,1}	1414016											
8	8094			{6,4,43,1}	1414025											
8	8095			{6,1,44,1}	1414017											
8	8096			{6,2,45,1}	1414028											
8	8098			{6,4,47,1}	1414023											
8	8099			{6,5,48,1}	1415014											
8	8100			{6,4,49,1}	1415023											
8	8101			{6,1,50,1}	1415024											
8	8103			{6,2,52,1}	1415013											
8	8104			{6,5,53,1}	1415012											
8	8107			{6,2,56,1}	1415017											
8	8123			{6,4,61,1}	1411022											
8	8125			{6,1,63,1}	1411036											
8	8126			{6,1,64,1}	1412022											
8	8127			{6,1,65,1}	1412024											
8	8128			{6,2,66,1}	1412023											
8	8129			{6,4,67,1}	1412047											
8	8130			{6,2,68,1}	1413026											
8	8131			{6,5,69,1}	1413015											
8	8133			{6,5,71,1}	1413018											
8	8134			{6,5,72,1}	1413017											
8	8136			{6,1,74,1}	1414031											
8	8137			{6,2,75,1}	1414032											
8	8140			{6,1,78,1}	1414033											
8	8142			{6,5,80,1}	1415031											
8	8143			{6,1,81,1}	1415032											
8	8148			{6,1,86,1}	1411040											
8	8150			{6,5,88,1}	1412048											
8	8153			{6,2,91,1}	1412051											
8	8154			{6,2,92,1}	1413034											
8	8157			{6,1,95,1}	1413037											
8	8159			{6,2,97,1}	1414041											
8	8160			{6,1,98,1}	1414042											
8	8161			{6,5,99,1}	1414043											
8	8162			{6,4,100,1}	1414044											
8	8165			{6,2,103,1}	1415038											
8	8166			{6,1,104,1}	1415039											
8	8168			{6,5,106,1}	1415041											
8	8187			{6,2,117,1}	1415046											
8	8188			{6,5,118,1}	1415047											
8	8189			{6,1,121,1}	1414043											
8	8190			{6,2,123,1}	1411045											
8	8191			{6,4,122,1}	1411044											
8	8192			{6,5,125,1}	1412053											
8	8193			{6,4,124,1}	1412052											
8	8194			{6,1,126,1}	1416000											
8	8195			{6,2,127,1}	1416002											
8	8196			{6,4,126,1}	1416001											
8	8197			{6,5,128,1}	1413043											
8	8198			{6,2,129,1}	1413044											
8	8199			{6,2,130,1}	1411046											
8	8200			{6,2,131,1}	1411047											
8	8201			{6,5,132,1}	1411048											
8	8202			{6,1,133,1}	1414054											
8	8203			{6,1,134,1}	1414055											
8	8204	{202405021000}	{202405021000}	{6,5,135,1}	1414056											
8	8205			{6,2,136,1}	1413045											
8	8206			{6,1,137,1}	1413046											
8	8207			{6,5,138,1}	1413047											
8	8208	{202407251000}	{202407251000}	{6,4,140,1}	1415048											
8	8209	{202407251000}	{202407251000}	{6,5,141,1}	1415049											
8	8210	{202407251000}	{202407251000}	{6,4,142,1}	1415050											
8	8212			{6,5,144,1}	1417001											
8	8213			{6,6,145,1}	1417002											
8	8214			{6,1,146,1}	1417003											
8	8215			{6,2,147,1}	1414057											
8	8216			{6,1,148,1}	1414058											
8	8217			{6,5,149,1}	1414059											
8	8218	[202410101000]	[202410101000]	{6,2,150,1}	1411048											
8	8219			{6,2,151,1}	1411048											
8	8220	[202410101000]	[202410101000]	{6,1,152,1}	1411048											
8	8221	[202410101000]	[202410101000]	{6,5,153,1}	1411048											
8	8222			{6,1,154,1}	1411048											
8	8223			{6,5,155,1}	1411048											
8	8224			{6,2,156,1}												
8	8225			{6,5,157,1}												
8	8226			{6,4,158,1}												
8	8227			{6,2,159,1}												
8	8228			{6,4,160,1}												
8	8229			{6,5,161,1}												
8	8230			{6,9,162,1}												
8	8231	[202502061000]	[202502061000]	{6,4,163,1}												
8	8234	[202502061000]	[202502061000]	{6,1,166,1}												
8	8235	[202502061000]	[202502061000]	{6,2,167,1}												
8	8236			{6,8,168,1}												
8	8237			{6,7,169,1}												
8	8238			{6,2,170,1}												
8	8239			{6,5,171,1}												
8	8240			{6,1,172,1}												
8	8241	[202505011000]	[202505011000]	{6,5,173,1}												
8	8242			{6,2,174,1}												
8	8243	[202505011000]	[202505011000]	{6,5,175,1}												
8	8244			{6,4,176,1}												
8	8245			{6,2,177,1}												
8	8246			{6,1,178,1}												
8	8247			{6,1,179,1}												
8	8248			{6,2,180,1}												
8	8249	{202507241000}	{202507241000}	{6,2,181,1}												
8	8250			{6,4,182,1}												
8	8251			{6,7,183,1}												
8	8252			{6,5,184,1}												
8	8253	{202507241000}	{202507241000}	{6,1,185,1}												
8	8254	{202507241000}	{202507241000}	{6,5,186,1}												
8	8255			{6,1,187,1}												
8	8256			{6,4,188,1}												
8	8257			{6,2,189,1}												
8	8258			{6,1,190,1}												
8	8259			{6,2,191,1}												
8	8260	{202510161000}	{202510161000}	{6,4,192,1}												
8	8261	{202510161000}	{202510161000}	{6,2,193,1}												
8	8262			{6,2,194,1}												
8	8263	{202510161000}	{202510161000}	{6,5,193,1}												
8	8264	{202511271000}	{202511271000}	{6,2,196,1}												
8	8265			{6,5,197,1}												
8	8266			{6,2,198,1}												
8	8267			{6,1,199,1}												
8	8268	{202511271000}	{202511271000}	{6,4,200,1}												
8	8269			{6,1,201,1}												
8	8270			{6,5,202,1}												
8	8271			{6,6,203,1}												
8	8272	{202601011000}	{202601011000}	{6,1,204,1}												
8	8273	{202601011000}	{202601011000}	{6,4,205,1}												
8	8274			{6,7,206,1}												
8	8275			{6,4,207,1}												
8	8276			{6,7,208,1}												
8	8277	[202602121000]	[202602121000]	{6,5,209,1}												
8	8278	[202602121000]	[202602121000]	{6,4,210,1}												
8	8279	[202602121000]	[202602121000]	{6,4,211,1}												
8	8280	[202605221000]	[202605221000]	{6,1,212,1}												
8	8281	[202605221000]	[202605221000]	{6,4,213,1}												
8	8282			{6,6,214,1}												
8	8283			{6,5,215,1}												
8	8284			{6,6,216,1}												
9	9218				3700000			riki.bgm_DLC32_1	BGM|Story|DLC32_UI	riki.BGM_DLC32_name6		2,33				
9	9219				3700000			riki.bgm_DLC32_1	BGM|Story|Lonely11	riki.BGM_DLC32_name7		2,08				
9	9220			{{2,10121}}	3700000			riki.bgm_DLC32_1	BGM|Story|DLC32_Fight04	riki.BGM_DLC32_name14		2,07				
9	9221			{{2,10122}}	3700000			riki.bgm_DLC32_1	BGM|Story|DLC32_Fight05	riki.BGM_DLC32_name15		2,04				
9	9222			{{2,10124}}	3700000			riki.bgm_DLC32_1	BGM|Story|DLC32_Boss02	riki.BGM_DLC32_name16		2,12				
9	9001				3700000			riki.bgm_DLC0	BGM|UI|Main	riki.BGM_DLC0_name1		3,09				
9	9002				3700000			riki.bgm_DLC0	BGM|UI|Dorm	riki.BGM_DLC0_name2		2,00				
9	9003				3700000			riki.bgm_DLC0	BGM|UI|Login	riki.BGM_DLC0_name3		3,36				
9	9072				3700000			riki.bgm_DLC0	BGM|UI|DLC09_Main	riki.BGM_DLC9_name6		1,28				
9	9084				3700000			riki.bgm_DLC0	BGM|Story|Cheerful01	riki.BGM_DLC0_name4		2,28				
9	9085				3700000			riki.bgm_DLC0	BGM|Story|Cheerful02	riki.BGM_DLC0_name5		2,44				
9	9086				3700000			riki.bgm_DLC0	BGM|Story|Cheerful03	riki.BGM_DLC0_name6		1,43				
9	9087				3700000			riki.bgm_DLC0	BGM|Story|Grand01	riki.BGM_DLC0_name7		3,8				
9	9088				3700000			riki.bgm_DLC0	BGM|Story|Lonely01	riki.BGM_DLC0_name8		1,60				
9	9089				3700000			riki.bgm_DLC0	BGM|Story|Lonely02	riki.BGM_DLC0_name9		3,32				
9	9090				3700000			riki.bgm_DLC0	BGM|Story|Lonely04	riki.BGM_DLC0_name10		1,25				
9	9091				3700000			riki.bgm_DLC0	BGM|Story|Lonely05	riki.BGM_DLC0_name11		1,36				
9	9092				3700000			riki.bgm_DLC0	BGM|Story|Lyric01	riki.BGM_DLC0_name12		2,49				
9	9093				3700000			riki.bgm_DLC0	BGM|Story|Lyric02	riki.BGM_DLC0_name13		2,48				
9	9094				3700000			riki.bgm_DLC0	BGM|Story|Lyric03	riki.BGM_DLC0_name14		2,42				
9	9095				3700000			riki.bgm_DLC0	BGM|Story|Lyric05	riki.BGM_DLC0_name15		1,29				
9	9096				3700000			riki.bgm_DLC0	BGM|Story|Lyric06	riki.BGM_DLC0_name16		1,54				
9	9097				3700000			riki.bgm_DLC0	BGM|Story|Space01	riki.BGM_DLC0_name17		1,54				
9	9098				3700000			riki.bgm_DLC0	BGM|Story|Tense01	riki.BGM_DLC0_name18		3,24				
9	9099				3700000			riki.bgm_DLC0	BGM|Story|Tense02	riki.BGM_DLC0_name19		3,8				
9	9100				3700000			riki.bgm_DLC0	BGM|Story|Tense03	riki.BGM_DLC0_name20		2,24				
9	9101				3700000			riki.bgm_DLC0	BGM|Story|Tense04	riki.BGM_DLC0_name21		2,56				
9	9102				3700000			riki.bgm_DLC0	BGM|Story|Tense05	riki.BGM_DLC0_name22		2,34				
9	9004				3700001			riki.bgm_DLC1	BGM|UI|DLC01_Theme	riki.BGM_DLC1_name1		2,2				
9	9005				3700001			riki.bgm_DLC1	BGM|Story|Tense06	riki.BGM_DLC1_name2		1,52				
9	9006				3700001			riki.bgm_DLC1	BGM|Story|Lyric04	riki.BGM_DLC1_name3		1,44				
9	9007				3700001			riki.bgm_DLC1	BGM|Story|Relaxed01	riki.BGM_DLC1_name4		1,52				
