xxx_2557340935	A	A	A	A	A	A	A	A	A	A	A
154	别想了，下次就习惯了。	別想了，下次就習慣了。	考えすぎるな。今度は慣れるさ。	너무 신경 쓰지 마세요. 다음번에는 익숙해질 겁니다.	Don't overthink it. You'll get used to it next time.						0
155	下，下次……？	下，下次……？	こ、今度……？	다, 다음번이요…?	N—Next time...?						0
156	辰星刚才不是说了吗，不是这种情况的话……	辰星剛才不是說了嗎，不是這種情況的話……	言っただろう、こんな状況じゃ嫌だって。つまり今みたいな状況から脱せば……	수성이 아까 말했잖아요. 이런 상황이 아니라면…	Well, you said you didn't hate it. And at a better time, you might...						0
157	只要分析员喜欢……我倒是……不介意……	只要分析員喜歡……我倒是……不介意……	分析員がお望みならば、その……私は、構いませんが……	분석가님이 원한다면… 전… 상관없어요…	If it makes you happy... then I suppose... I wouldn't mind...						0
158	我愣在了原地，忍不住伸手按在了她的脑袋上，揉了揉她的头发。	我愣在了原地，忍不住伸手按在了她的頭上，揉了揉她的頭髮。	少女の返事に不意を突かれて一瞬だけ呆気にとられて、その頭に手を乗せて髪を撫でる。	나는 순간 멍해졌고, 무심코 손을 들어 그녀의 머리 위에 올려놓고 머리카락을 부드럽게 헝클었다.	Her shy confession caught me off guard. Instinctively, I reached out and ruffled her hair.						0
159	你的决心，我收到了，不过现在嘛……我们得继续前进了。	你的決心，我收到了，不過現在嘛……我們得繼續前進了。	なら良かった。今は調査が先だ。さぁ、急ごう。	수성의 결심은 잘 받았어요. 그런데 지금은… 계속 앞으로 가야겠네요.	Message received. But for now... we need to keep moving.						0
160	嗯。	嗯。	はい。	네.	Mm.						0
161	可在推开柜门起身后，辰星又有些犹豫起来。	但在推開櫃門起身後，辰星又有些猶豫起來。	タンスの扉を押し開けて外に立つと、辰星は困った顔を見せた。	하지만 수성이 옷장을 열고 일어서려는 순간, 그녀는 다시 망설이는 듯한 모습을 보였다.	As we pushed open the cabinet door and got to our feet, Chenxing hesitated.						0
162	分析员……	分析員……	分析員……	분석가님…	Adjutant...						0
163	怎么了？	怎麼了？	どうかしたのか？	왜 그래요?	What is it?						0
164	如果后面都是这种规模的敌人，会有些麻烦……	如果後面都是這種規模的敵人，會有些麻煩……	もしこの後ずっと今の規模の敵が続いてしまうのなら、少々厄介なのかと……	만약 앞으로도 이런 규모의 적군이 나온다면… 조금 힘들 것 같아요…	If the enemies ahead are as overwhelming as this time... it's going to be a problem.						0
165	我听出她的不甘心，也看出她的担忧，她的坚决，伸手帮着理了理她耳畔略微凌乱的发丝。	我聽出她的不甘心，也看出她的擔憂，她的堅決，伸手幫著理了理她耳畔略微凌亂的髮絲。	何とはなしに、悔しさと不安、そして覚悟が入り混じっていたような辰星の言葉。思わず少女のもみあげにそっと手を伸ばし、少し乱れた横髪を梳かしてあげる。	나는 그녀의 아쉬움과 걱정, 그리고 결단력을 느낄 수 있었다. 그리고 그녀의 귀 옆에 약간 흐트러진 머리카락을 정리하며 말했다.	I heard the frustration in her voice and saw the concern in her gaze, mingled with determination. Reaching out, I gently tucked a stray lock of her hair behind her ear.						0
166	这可不只是有些麻烦的程度。	這可不只是有些麻煩的程度。	「厄介」なくらいで済めばまだいいほうだけどな。	힘들 정도가 아니라 꽤 골치 아픈 상황이죠.	It's going to be more than just a problem.						0
167	不过，你不用太担心。	不過，你不用太擔心。	ま、心配することないさ。	하지만 너무 걱정하지 마세요.	But don't worry about it.						0
168	还记得刚进到这里，我说了什么吗？这个世界……有很大一部分是通过你的意识完成构造的，所以，你的想法，能够改变这个世界。	還記得剛進到這裡，我說了什麼嗎？這個世界……有很大一部分是透過你的意識完成建構的，所以，你的想法，能夠改變這個世界。	こっちに来て私が最初に教えたこと、まだ覚えているだろう。この世界のほとんどは辰星の意識によって構築されたんだ。辰星は自分の意思でこの世界に干渉できる。	여기 처음 들어왔을 때 제가 뭐라고 했는지 기억하나요? 이 세계는… 상당 부분이 당신의 의식에 의해 구성되어 있어요. 그러니, 당신의 생각이 이 세계를 바꿀 수 있어요.	Remember what I said earlier? This world is largely shaped by your consciousness, which means your thoughts hold the power to alter its very fabric.						0
169	这座宅子相当于路程的中段，刚才会出现那么多怪物，是因为藏在深处那东西的影响在加深。	這棟宅子相當於路程的中段，剛才會出現那麼多怪物，是因為藏在深處那東西的影響在加深。	全体で言うとこの屋敷は中間点くらいなところにあるんだ。敵の規模が増えてきているのは、私たちがここの最奥に潜んでいる「あれ」に近づいているからだ。	이 저택은 여정의 중간쯤에 해당해요. 아까 그렇게 많은 괴물이 나타난 이유는 깊숙한 곳에 있는 그 무언가의 영향이 점점 강해졌기 때문이죠.	This manor marks the midpoint of our journey. The influx of monsters just now occurred because the influence of what's hidden in the depths is growing stronger.						0
170	不过辰星你对这个世界的控制也一样在加强，走到这里，现在的你……大概可以进一步影响，甚至改变这个世界。	不過辰星你對這個世界的控制也一樣在加強，走到這裡，現在的你……大概可以進一步影響，甚至改變這個世界。	そのおかげで、辰星の力も強まってきている。今ここから、辰星はこの世界にもっと多くの干渉が行えるはずなんだ……いや、変えることだって不可能じゃないか。	하지만 수성은 이 세상에 대한 통제력을 강화하고 있어요, 지금의 당신은… 아마도 더 영향을 미치거나 심지어 세상을 바꿀 수 있을 거예요.	But on the flip side, your control over this world is growing stronger too. Now that we've made it this far... you might be able to interact with, or even reshape it.						0
171	改变这个……世界……？	改變這個……世界……？	世界を、変える……？	이 세계를… 바꾼다고요…?	Reshape this world...?						0
172	辰星在短暂的怔神后，似乎有所感触，向着眼前的景象看去。	辰星在短暫的怔神後，似乎有所感觸，向著眼前的景像看去。	言って目を閉じる。そしてわずかな間を置いてまぶたを開け、遠くの景色へ凜とした目を向ける。	수성은 잠시 놀란 듯 멈칫한 후, 뭔가를 느낀 듯 눈앞의 풍경을 바라보았다.	For a moment, Chenxing seemed lost in thought. Then, with newfound clarity, she turned her gaze toward the landscape ahead.						0
173	下一刻，世界的光亮，都仿佛随着她的意志发生了某种改变，连带着远方一些危险的气息，也像是被抹去一样，彻底消失。	下一刻，世界的光亮，都彷彿隨著她的意志發生了某種改變，連帶著遠方一些危險的氣息，也像是被抹去一樣，徹底消失。	空気を伝うように日差しが一瞬歪んでまた元に戻る。それと同時に遠くに感じられていた物騒な気配は最初から存在しなかったかのように綺麗さっぱり消え去った。	그 순간, 세계의 빛이 그녀의 의지에 따라 변하는 듯했고, 멀리서 느껴지던 위험한 기운들이 마치 지워진 것처럼 완전히 사라졌다.	In the next instant, as if responding to her will, the aura of the entire world shifted. The malice looming in the distance dissolved, vanishing without a trace.						0
174	…就像是这样吗？	…就像是這樣嗎？	……こんなのでいいんでしょうか。	… 이렇게요?	...Like this?						0
175	嗯，就像是这样。	嗯，就像是這樣。	ああ、それでいいんだ。	네, 맞아요.	Exactly like this.						0
